Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
Let This Be A Letter (To My Baby),Jackie Wilson,spotify:track:2t8RBRBA4Zp6aKwLk6ZT7Y,0.316,0.586,4,-8.632,1,0.0449,0.485,9.47e-05,0.344,0.681,137.776,188333,4,43.77597,9
Dependin' On You,The Doobie Brothers,spotify:track:6krVi01rvFSEHad9HgJRbv,0.801,0.471,11,-15.445,0,0.0354,0.347,0.00814,0.0444,0.923,127.136,225840,4,33.48259,10
Too Late,Shoes,spotify:track:4ExfBQfuuU0v07p428cmLD,0.4,0.805,4,-8.267,1,0.0539,0.00471,0.1,0.101,0.872,145.713,163667,4,50.58753,5
Cruel To Be Kind,Nick Lowe,spotify:track:7D5ycpIrqwGNTQFKmzhDIg,0.694,0.656,0,-10.598,1,0.026,0.0586,1.81e-06,0.0505,0.803,131.684,210131,4,39.66468,9
Star Wars Theme/Cantina Band,Meco,spotify:track:7niF1luhYmc28ivQbFm3f0,0.678,0.688,0,-10.388,1,0.0637,0.00161,0.747,0.0819,0.559,124.94,225093,4,39.66676,11
Stealin',Uriah Heep,spotify:track:2AEW4oatiphhXuGRteMLqx,0.328,0.486,7,-12.154,1,0.0406,0.000896,0.00731,0.14,0.0652,117.81,289173,4,41.28654,10
We Are Neighbors,The Chi-lites,spotify:track:6sQcSYrHpqv3mvlxzQXIqK,0.703,0.484,11,-10.212,1,0.0318,0.192,0,0.0705,0.906,100.994,225200,4,20.42716,11
Jim Dandy,Black Oak Arkansas,spotify:track:0JFEn4sPozptBShOuqMQVs,0.312,0.939,0,-9.074,1,0.0654,0.0395,8.23e-06,0.123,0.709,175.2,161507,4,40.26585,8
Living Without You,Manfred Mann's Earth Band,spotify:track:4CkMYiPTlkSxjLDQ8dpajO,0.547,0.406,0,-14.11,1,0.0301,0.0555,8.71e-05,0.429,0.347,117.863,216120,4,35.17215,9
Don't Cost You Nothing,Ashford & Simpson,spotify:track:2qfbeZ2JqTm7rIlC8Zyhgc,0.761,0.833,0,-6.602,1,0.0838,0.184,0.000779,0.043,0.959,114.366,293600,4,35.91903,12
Let's All Chant,The Michael Zager Band,spotify:track:2xGMzDlPnmPHD8HUYOy4Lw,0.85,0.769,4,-8.648,0,0.0359,0.0289,0.01,0.0899,0.967,122.007,184453,4,25.16168,10
Stir It Up,Johnny Nash,spotify:track:4UvXfxg1ommzERwd6JVIHv,0.654,0.38,2,-13.238,1,0.0924,0.121,0.0103,0.146,0.851,84.583,182467,4,31.29519,9
One Man Band,Three Dog Night,spotify:track:4zc1zQ9YQAlkxsJQsBFI3L,0.512,0.725,7,-8.672,1,0.0694,0.0483,0.000153,0.0674,0.488,121.569,172333,4,33.83563,10
Follow Me,Mary Travers,spotify:track:4r45V7ZeTmjpX11lW5i6Xx,0.375,0.273,5,-13.371,1,0.037,0.772,0,0.128,0.328,142.134,159360,4,30.47971,10
The Morning After,Maureen McGovern,spotify:track:62QRbVm7DqR3eoqgT7pEfs,0.408,0.511,6,-7.225,1,0.0263,0.475,0,0.625,0.354,80.176,141720,4,36.69663,6
"Try Me, I Know We Can Make It",Donna Summer,spotify:track:75y3G2V8wSpm89einsZ4d5,0.81,0.602,0,-15.674,0,0.0363,0.00426,0.327,0.092,0.964,122.952,198093,4,41.00309,10
I Knew Jesus (Before He Was A Star),Glen Campbell,spotify:track:5XpufiBFK4ozpTYXVSXOt5,0.774,0.788,0,-8.484,1,0.0372,0.482,0,0.316,0.981,124.474,173427,4,31.17149,9
Canned Ham,Norman Greenbaum,spotify:track:0wsZ2aWxQsdK85usQ9pMHn,0.584,0.689,9,-8.091,1,0.0318,0.229,1.83e-05,0.0919,0.901,165.429,173000,4,21.01133,9
Surfin' USA,Leif Garrett,spotify:track:5vJIqByEnZmFb9dyIgBzR1,0.572,0.646,7,-12.176,1,0.0461,0.0183,0,0.0969,0.971,158.103,143067,4,27.91003,9
Lonely People,America,spotify:track:5coTcHT7K8O3G97y9T4LOU,0.557,0.473,7,-9.294,1,0.0262,0.261,3.95e-05,0.0658,0.56,79.368,150227,4,25.01468,8
Just Seventeen,The Raiders,spotify:track:0HLPvnTJQ5VGBK6hgzxYFG,0.331,0.896,11,-6.629,0,0.0992,0.00318,0.331,0.0866,0.559,102.088,229533,4,34.25343,10
In France They Kiss On Main Street,Joni Mitchell,spotify:track:16e1DJIznzArBOCSomdvSn,0.547,0.614,2,-8.264,1,0.0444,0.654,0,0.0609,0.755,81.686,199867,3,25.7731,10
Just Don't Want To Be Lonely,The Main Ingredient,spotify:track:2sFPuANmnZ9jIjmpqJntRO,0.549,0.493,7,-12.853,0,0.0382,0.787,0.000636,0.124,0.901,152.318,213187,4,49.96637,9
Space Race,Billy Preston,spotify:track:76qyLSDhKstj0KuOKkp3oB,0.629,0.821,9,-8.44,1,0.0518,0.0561,0.603,0.0489,0.66,108.095,208693,4,37.83836,13
You Ought To Be Havin' Fun,Tower Of Power,spotify:track:0GEMqWyxl6gGHWFnFkB9Cc,0.752,0.585,0,-13.004,1,0.112,0.161,0.0188,0.402,0.957,116.641,186733,4,47.02237,7
Lady,Styx,spotify:track:1wpRglLhQ092N1rftlDMD3,0.393,0.678,7,-6.584,1,0.0377,0.172,0,0.0727,0.358,137.38,177680,4,34.41901,5
We Need Order,The Chi-lites,spotify:track:0WTCCeS8DRcFGOu43p0A2C,0.693,0.37,7,-13.27,1,0.0295,0.14,0.000199,0.46,0.312,102.827,317213,4,30.11903,11
Dancin' Fool,Frank Zappa,spotify:track:6tCk1N85t6h4v1xXI6o0Ad,0.547,0.644,2,-9.417,1,0.147,0.412,2.72e-06,0.517,0.546,132.872,222800,4,27.7645,11
Easy Evil,Travis Wammack,spotify:track:7ssB38goD91EIZcWcliFPD,0.684,0.391,9,-13.775,1,0.0505,0.554,0.114,0.122,0.744,97.545,190520,4,22.29125,9
Moondance,Van Morrison,spotify:track:683b4ikwa62JevCjwrmfg6,0.606,0.282,9,-12.207,0,0.0339,0.501,8.3e-06,0.152,0.563,67.409,274040,4,36.30771,10
Maggie,Redbone,spotify:track:1z5PagAjBTbe4T0PaoxOyh,0.56,0.933,6,-5.975,0,0.103,0.0613,0.192,0.0822,0.754,126.919,306867,4,31.64244,14
What A Fool Believes,The Doobie Brothers,spotify:track:2yBVeksU2EtrPJbTu4ZslK,0.758,0.378,8,-15.308,0,0.0449,0.284,0,0.049,0.985,120.736,223867,4,31.19842,9
People Gotta Move,Gino Vannelli,spotify:track:2ZZrWIvrGh6P6Hhabf8FtB,0.739,0.621,7,-13.604,1,0.0452,0.215,0.0161,0.0557,0.721,117.11,201600,4,50.59467,10
Delta Dawn,Tanya Tucker,spotify:track:7GH8qNOm2gEKryVUyVzkmt,0.619,0.507,5,-7.677,1,0.0335,0.71,0,0.258,0.694,77.995,175200,4,46.52746,7
Lola,The Kinks,spotify:track:0UAJH0k4k3slcE83a9UGCe,0.474,0.917,9,-4.19,1,0.0395,0.582,0.231,0.201,0.902,152.113,241040,4,35.7629,11
Secretary,Betty Wright,spotify:track:1n7WmfoozVGuudTIecGZbW,0.82,0.529,2,-10.43,0,0.0302,0.118,9.85e-05,0.0512,0.969,108.609,173973,4,54.21902,7
Zing Went The Strings Of My Heart,The Trammps,spotify:track:6QkdsyKK6Pq2wWuSgnpgQi,0.667,0.851,4,-5.257,1,0.0629,0.0338,1.01e-06,0.318,0.83,120.132,202693,4,21.65365,11
Before The Next Teardrop Falls,Freddy Fender,spotify:track:3awuorsQsio2PUOvzq3hpd,0.799,0.345,10,-11.52,1,0.0276,0.748,2.39e-05,0.169,0.776,90.417,156874,4,46.07835,8
Take Me To The Kaptin,Prism,spotify:track:6Gcyh6NnCb2rqrXWISg0M6,0.547,0.829,9,-9.666,1,0.0772,0.102,0,0.594,0.721,135.305,238333,4,26.01373,8
Baby Hold On,The Grass Roots,spotify:track:51ABZgksUv3qpjWqg1rYjP,0.662,0.71,10,-10.656,1,0.0289,0.236,0.00367,0.124,0.936,133.651,158507,4,35.83757,8
Heaven Help Us All,Stevie Wonder,spotify:track:06n4xlUyRu88SKeQW1veOa,0.276,0.544,9,-11.293,1,0.0356,0.295,0.000408,0.675,0.579,177.075,195173,4,38.96075,10
I Love The Nightlife (Disco 'round),Alicia Bridges,spotify:track:6c0G8K6G2LlIfJTsRLJjfs,0.693,0.708,0,-7.816,1,0.031,0.309,0.00305,0.0857,0.949,125.315,187973,4,34.3719,10
Listen To The Music,The Doobie Brothers,spotify:track:7Ar4G7Ci11gpt6sfH9Cgz5,0.645,0.598,1,-13.18,0,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,227267,4,18.9211,12
Shadows In The Moonlight,Anne Murray,spotify:track:7i6YbLIaM45ntr0OnkEfBj,0.63,0.689,0,-5.927,1,0.0253,0.00351,4.7e-05,0.103,0.422,104.683,209733,4,21.16298,7
Give It To Me,The Mob,spotify:track:5hjT0dW0lq19oppV3S4ogB,0.649,0.888,10,-7.946,1,0.0381,0.124,0.00158,0.064,0.964,132.375,182600,4,49.60247,9
Never Had A Dream Come True,Stevie Wonder,spotify:track:05mkxgw4kGQnarKMEovShB,0.525,0.526,10,-10.625,1,0.0306,0.105,0.000604,0.104,0.787,103.49,194360,4,36.00517,12
That's The Way God Planned It,Billy Preston,spotify:track:1oT3VkbjXWsciXQ2xNmd5x,0.521,0.643,5,-9.18,1,0.0465,0.558,0.00232,0.0456,0.623,134.407,254107,4,39.08046,11
The World Is A Ghetto,War,spotify:track:4X428gMnvdtrgdW9QCCvHW,0.671,0.497,6,-9.469,0,0.0441,0.0546,0.000251,0.0718,0.498,91.795,247280,4,21.64478,10
You Keep Tightening Up On Me,The Box Tops,spotify:track:4WGm5D8wrFPRwaRnyWdaf8,0.632,0.503,9,-11.592,1,0.0289,0.0557,0.000266,0.125,0.694,130.218,171533,4,23.9014,9
Olena,Don Nix,spotify:track:5fXSPTcN1PYNnUIsa8xA1O,0.636,0.804,0,-7.674,1,0.0284,0.0765,0.00175,0.73,0.969,125.604,258813,4,50.98388,12
Psycho Killer,Talking Heads,spotify:track:1i6N76fftMZhijOzFQ5ZtL,0.721,0.521,2,-8.123,1,0.0612,0.0707,0.00552,0.127,0.942,123.118,261413,4,40.30083,9
Baby Won't You Let Me Rock 'N Roll You,Ten Years After,spotify:track:5qP0zsvkc4uzRPMcDqOlDu,0.289,0.934,2,-5.064,1,0.0574,0.0758,0.000712,0.279,0.846,155.02,134667,4,47.6229,7
Everything Is Beautiful,Ray Stevens,spotify:track:3rrrMhc76FDnS4N7wu2KfH,0.37,0.378,5,-15.178,1,0.0369,0.514,0,0.222,0.722,112.159,212773,4,39.72048,9
Sweet Surrender,Bread,spotify:track:4Y3DwQ7QINPTAbuZKtBNhP,0.599,0.42,9,-14.348,1,0.0272,0.234,0.000139,0.102,0.629,167.104,156973,4,35.18865,8
We're Free,Beverly Bremers,spotify:track:3ypZnhUP3P7uMB06hquUkC,0.395,0.623,0,-5.16,1,0.0262,0.483,1.62e-06,0.168,0.584,100.196,189560,4,37.25176,9
Thank You Baby,The Stylistics,spotify:track:3TfBv0wzWxEPUmW41nKp5j,0.412,0.309,11,-18.513,0,0.0307,0.833,1.24e-05,0.269,0.4,126.422,242765,4,42.62718,11
My Girl Bill,Jim Stafford,spotify:track:46PZ18T8OG7a5aF2iglPDt,0.743,0.34,5,-14.004,1,0.0373,0.615,0.000126,0.189,0.519,121.617,192867,4,41.65808,11
Stoney End,Barbra Streisand,spotify:track:5P04XSoLl5FT2Ma5xbgjle,0.504,0.656,0,-13.219,1,0.0466,0.0249,2.07e-05,0.154,0.826,120.994,177373,4,25.35913,10
"Darlin' Darlin' Baby (Sweet, Tender, Love)",The O'Jays,spotify:track:2gdvXdZatpwlUM1bfTzwxi,0.668,0.739,2,-6.906,1,0.0391,0.454,0,0.111,0.662,107.942,256240,4,41.9639,10
Taxi,Harry Chapin,spotify:track:7qnxmC6qdYkjcoCJCeD8Jx,0.599,0.427,7,-11.075,1,0.0312,0.545,9.65e-06,0.0609,0.484,118.714,406147,4,31.13392,23
When I Dream,Crystal Gayle,spotify:track:3d9AUjRiWmXwzpdqNK9kgL,0.535,0.0857,1,-17.466,1,0.0351,0.948,0.13,0.119,0.231,108.742,171267,4,35.28562,7
I Just Wanna Keep It Together,Paul Davis,spotify:track:4FVZl1aSDP5NLUnOftdpaR,0.723,0.687,0,-8.804,1,0.0301,0.373,6.19e-06,0.0642,0.963,125.364,150267,4,26.02538,8
Be My Baby,Cissy Houston,spotify:track:3S8skQAPxpjpu74lZIf99f,0.425,0.463,5,-7.139,1,0.0414,0.541,0.000149,0.127,0.366,97.483,205160,4,36.30049,10
Funny Face,Donna Fargo,spotify:track:27145diX1C7BE6m6FzONqb,0.541,0.249,2,-13.125,1,0.0339,0.813,5.59e-05,0.159,0.437,96.802,166360,3,33.66246,8
A Cowboys Work Is Never Done,Sonny & Cher,spotify:track:3X1a60iOm7XAJ1ZT1w2TVq,0.61,0.315,8,-14.12,1,0.0342,0.517,4.42e-06,0.361,0.58,135.522,194733,4,47.89467,9
Your Sweetness Is My Weakness,Barry White,spotify:track:5vzvMmlXXAyF4KGlwiKD0T,0.681,0.732,9,-11.718,1,0.0461,0.0377,0.0395,0.0955,0.755,119.175,490800,4,49.11834,17
Friends,Elton John,spotify:track:3pxxSXxPKNXleWZ9ZcL0k1,0.627,0.53,5,-7.952,0,0.0266,0.661,2.2e-05,0.157,0.314,121.052,260707,4,53.0739,12
The Message,Cymande,spotify:track:1cSn7YyTn523mnxtOZXRYA,0.781,0.695,3,-9.911,1,0.052,0.202,0.448,0.121,0.921,87.371,257760,4,84.73236,9
When I Think Of You,Leif Garrett,spotify:track:0DEtwowgBnK2VBkmKA0249,0.5,0.366,7,-16.031,0,0.0282,0.254,0.00408,0.228,0.683,83.128,183533,4,49.18343,8
Confusion,Electric Light Orchestra,spotify:track:3dubLey4QOmUjJCyiGPEMo,0.699,0.577,0,-8.516,1,0.0277,0.662,4.44e-05,0.103,0.796,111.264,221427,4,37.63804,11
Heavenly,The Temptations,spotify:track:2FEtlnZ3qzhqW25Z4MdWsV,0.419,0.537,7,-8.588,1,0.029,0.48,0,0.143,0.661,169.1,236093,4,33.46018,12
I Love My Friend,Charlie Rich,spotify:track:3CbbaMj8BRNRGnqeOySSDk,0.437,0.299,5,-11.049,1,0.0271,0.576,0.00132,0.104,0.136,73.236,145560,4,50.48804,6
You Are The Woman,Firefall,spotify:track:4iiLzvbh0bXMnomiB6DIuk,0.753,0.469,2,-11.64,1,0.0339,0.535,0,0.29,0.838,120.918,164440,4,40.27366,10
"Cole, Cooke & Redding",Wilson Pickett,spotify:track:5w6dCP5oEZskR2D9TU4Vxe,0.446,0.4,7,-16.993,1,0.0579,0.272,1.09e-05,0.0605,0.625,140.091,233267,4,45.17889,10
Never Gonna Fall In Love Again,Eric Carmen,spotify:track:0heydDe48z4u6n7KNKDHkr,0.415,0.599,9,-7.972,1,0.0343,0.778,0.0143,0.0908,0.43,115.979,226160,4,39.74067,8
"Living Together, Growing Together",The 5th Dimension,spotify:track:0FACTcldzX2hdSelbvsZRV,0.526,0.304,0,-12.059,0,0.029,0.777,0,0.218,0.327,115.561,231067,4,44.41739,12
One Way Sunday,Mark-Almond,spotify:track:0XM4RoGvkXF4HEnt5Je6UK,0.543,0.136,7,-19.197,1,0.0389,0.94,0.127,0.107,0.362,114.261,334667,4,28.78171,14
Save The Country,The 5th Dimension,spotify:track:31SLry7FJZ4sPuqBKcjS54,0.548,0.561,5,-8.682,1,0.0323,0.53,0,0.274,0.724,132.915,159373,4,23.8295,8
If You Let Me,Eddie Kendricks,spotify:track:2dcssVSC1OiONrbqAyUTqb,0.515,0.558,3,-11.878,1,0.095,0.552,0,0.173,0.848,77.485,201600,4,31.8472,10
I Miss You Baby,Millie Jackson,spotify:track:56eeKHIFT2Auvc5yfQmzav,0.684,0.698,5,-8.946,1,0.0478,0.333,0,0.0846,0.926,99.848,175747,4,20.8949,8
A Little More Love,Olivia Newton-John,spotify:track:2g5egJm0qwJPKgpblzIHlI,0.717,0.414,8,-14.855,1,0.0365,0.0294,0.00935,0.0864,0.495,100.178,207013,4,29.94267,12
Without You In My Life,Tyrone Davis,spotify:track:0cUqL3CuQR2QsXKlzmCJVe,0.755,0.623,4,-8.281,0,0.041,0.127,0,0.307,0.818,109.653,203200,4,26.19539,11
Love Her Madly,The Doors,spotify:track:3MFFDRC4wTN9JNGtzXsZlN,0.564,0.587,4,-7.393,0,0.0316,0.0573,0.00485,0.0416,0.966,147.462,198467,4,61.64829,11
I'm Better Off Without You,The Main Ingredient,spotify:track:0rnEvQqcABTcsFOTKWgZ1o,0.36,0.439,5,-9.23,1,0.0285,0.951,0.00349,0.245,0.425,133.814,189573,4,50.3772,9
"Baby, What A Big Surprise",Chicago,spotify:track:11dAtktxQQzipxuLqljEfY,0.42,0.451,5,-4.351,1,0.0289,0.053,2.32e-06,0.137,0.396,74.353,183667,4,45.09281,7
Anytime,Journey,spotify:track:2dcskJYRu9mMVPpAGJl3Er,0.252,0.703,9,-10.156,1,0.0429,0.00125,7.26e-05,0.266,0.61,144.994,208467,4,24.62378,7
January,Pilot,spotify:track:37ncw2kChEJzbmmKMzGAoE,0.664,0.807,5,-5.684,1,0.0396,0.157,0,0.0788,0.917,125.295,211920,4,30.74527,12
Don't It Make You Wanna Dance?,Rusty Wier,spotify:track:2Si1AlKrg7SDYanGQuU67s,0.722,0.89,9,-7.639,1,0.034,0.0512,0.00394,0.356,0.843,126.428,225480,4,44.14317,11
Stop The War Now,Edwin Starr,spotify:track:1wsUotTLbe40MMumTDIaV3,0.726,0.755,1,-7.242,0,0.12,0.132,0,0.178,0.817,109.891,215413,4,43.67992,10
Breezin',George Benson,spotify:track:1m3BAsNsQAaSNMD2M6vlKY,0.682,0.752,2,-9.521,1,0.0454,0.476,0.863,0.0768,0.964,81.081,341733,4,68.2093,8
I Don't Want To Make You Wait,The Delfonics,spotify:track:4rkaHrn9km42iXvanYA0nm,0.545,0.684,3,-10.036,1,0.0428,0.637,0.00018,0.0929,0.576,123.847,196573,4,39.36094,9
Country Preacher,Cannonball Adderley,spotify:track:0D5SoGLapNKAiOmAMI9i1b,0.604,0.286,2,-13.268,0,0.0371,0.742,0.0112,0.0528,0.291,121.092,269800,4,38.25224,7
No Charge,Melba Montgomery,spotify:track:6DzEt1YZ7MMZ23BUGhRzQO,0.555,0.362,7,-14.056,1,0.0312,0.536,0,0.487,0.432,101.726,201627,3,51.10029,9
I Will Be In Love With You,Livingston Taylor,spotify:track:6x7zqY521TZJwwUYlElZoq,0.635,0.423,7,-11.684,1,0.0279,0.331,3.69e-06,0.0937,0.641,111.548,211893,4,39.23421,8
Indiana Wants Me,R. Dean Taylor,spotify:track:1zgV5ZYh7uYJXbK7yjuyj8,0.531,0.834,8,-3.87,1,0.0405,0.0614,0.00192,0.314,0.705,88.682,215147,4,24.73497,9
Soul Makossa,Afrique,spotify:track:2ydbHknmLDGPvk9CIu2GRg,0.657,0.763,7,-10.266,1,0.049,0.0282,0.00024,0.105,0.84,113.764,284572,4,19.63803,17
Half-Breed,Cher,spotify:track:23jaOlnV7vHmly51DPBr35,0.646,0.467,9,-12.678,0,0.0325,0.524,0,0.329,0.877,102.704,167533,4,37.41007,7
You Take My Heart Away,James Darren,spotify:track:49dHSs71gext9qKLOrnBqv,0.489,0.902,6,-2.948,1,0.0968,0.679,1.14e-06,0.269,0.653,113.253,378410,4,51.58996,13
Snowbird,Anne Murray,spotify:track:2ik5qJAcmrjbpON5QPxmRr,0.531,0.48,9,-10.633,1,0.0366,0.256,0.000136,0.0908,0.881,104.117,134227,4,52.09587,6
"Love, Reign O'er Me",The Who,spotify:track:4Mqs0h95KAeNiGp7u4udlt,0.295,0.72,1,-9.51,1,0.0634,0.198,0.0467,0.0941,0.222,116.229,349600,4,31.27492,16
We Never Danced To A Love Song,The Manhattans,spotify:track:7ntbygnntLmceg6aYl0nT4,0.449,0.532,7,-12.068,1,0.0446,0.153,0,0.149,0.441,126.163,258933,4,47.63872,7
Lady Love,Lou Rawls,spotify:track:2ydBZKZD2nr7XTd64E2AVg,0.657,0.673,0,-7.685,1,0.0573,0.372,0.000991,0.049,0.789,90.328,242387,4,28.7486,13
Flesh And Blood,Johnny Cash,spotify:track:2sq6zVcw0zr5go8ZqaUdUF,0.489,0.426,9,-9.762,1,0.0393,0.114,0.0504,0.117,0.521,81.354,156160,3,29.3717,7
Light Sings,The 5th Dimension,spotify:track:6EECh4DCuk1tVno8dzdoCk,0.459,0.549,5,-11.239,1,0.0296,0.21,0,0.618,0.769,147.807,210227,4,31.78572,10
Why Me,Styx,spotify:track:5TRDExTcoThDZZ1myVFtlo,0.359,0.522,2,-10.434,1,0.0584,0.077,0.000127,0.299,0.712,202.446,233800,4,19.00493,11
Take A Look Around,The Temptations,spotify:track:2VvYoMWMtfX4IRKzcoWegb,0.606,0.284,5,-13.026,1,0.0297,0.832,0.00126,0.503,0.587,75.096,163960,4,33.975,8
You Can Do Magic,Limmie & Family Cookin',spotify:track:3mnWnhjv2xkINMC48bHWTx,0.721,0.738,0,-4.476,1,0.0415,0.556,0,0.144,0.796,124.513,177006,4,18.6256,10
Danny's Song,Anne Murray,spotify:track:5lQxMlCMTzCj3j4vyzdl8T,0.512,0.379,11,-12.251,0,0.0299,0.418,1.09e-05,0.0967,0.522,144.687,188293,4,30.65067,8
Homely Girl,The Chi-lites,spotify:track:23wB0WrFtYySppAfS0JJtL,0.567,0.372,9,-15.152,1,0.0321,0.158,4.52e-05,0.289,0.492,139.391,207747,4,37.09579,12
Remember Me,Diana Ross,spotify:track:01RcP6fQNIPpQoHncRthSN,0.671,0.624,2,-7.115,1,0.0259,0.43,7.78e-06,0.0691,0.652,112.709,212413,4,35.00611,9
Take It Easy,Eagles,spotify:track:4yugZvBYaoREkJKtbG08Qr,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,211578,4,38.6256,11
Let Me Be Your Lovemaker,Betty Wright,spotify:track:5lWRWrkDnxWU2WXdXrCaJ4,0.747,0.496,5,-11.314,1,0.0408,0.341,1.16e-05,0.493,0.969,105.107,199333,4,57.66589,9
Mother,Barbra Streisand,spotify:track:5RSwTgz0codolRnFFcGzE2,0.226,0.273,7,-15.652,1,0.0352,0.0689,0.0723,0.0998,0.103,120.85,275667,4,16.98141,12
Surfin' U.S.A.,The Beach Boys,spotify:track:0wz1LjDb9ZNEYwOmDJ3Q4b,0.55,0.854,3,-5.968,1,0.036,0.661,0,0.112,0.965,159.231,149373,4,38.3035,8
If I Can't Have You,Yvonne Elliman,spotify:track:0QjPiq9Wka9I1b4uzWETYI,0.616,0.681,11,-10.773,1,0.0416,0.102,1.47e-06,0.296,0.811,109.454,180160,4,40.83424,9
