Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
No Air,Jordin Sparks Duet With Chris Brown,spotify:track:1jUA4rb6ZCv4gby4YU53xq,0.466,0.759,8,-4.978,0,0.199,0.0521,0,0.0587,0.328,160.033,264373,4,41.9013,13
Hands Clean,Alanis Morissette,spotify:track:3NmAPSJMgKo4bqoUbO1qcB,0.513,0.82,7,-5.428,1,0.0299,0.00192,2.83e-06,0.504,0.52,99.952,269400,4,64.50208,9
3,Britney Spears,spotify:track:6pymOcrCnMuCWdgGVTvUgP,0.697,0.709,5,-1.917,0,0.0455,0.0452,0,0.138,0.787,134.91,213173,4,42.2507,9
Here It Goes Again,OK Go,spotify:track:1pHP4JeQV9wDx87D6qH9hD,0.537,0.882,0,-2.306,1,0.0403,0.000342,9.06e-05,0.12,0.81,145.729,179813,4,27.11566,7
Shake Your Bon-Bon,Ricky Martin,spotify:track:1yKDl9K9lrbIFSpPBzEQtb,0.638,0.937,0,-4.642,1,0.0444,0.0942,0,0.327,0.762,100.03,192333,4,22.51275,9
I Love You,Faith Evans,spotify:track:6gsmFgUiSTuinJlScwFODv,0.489,0.757,11,-4.062,0,0.0926,0.00981,0,0.234,0.567,168.004,267160,4,29.03989,13
My Baby You,Marc Anthony,spotify:track:124qDsjeZZkujOuer8gG45,0.443,0.596,0,-5.366,0,0.0294,0.688,0,0.167,0.186,115.597,236960,4,54.61786,12
What's My Name,DMX,spotify:track:6XxxO54L5nXSZr93mVqmv7,0.676,0.879,7,-8.821,1,0.107,0.00192,0.0029,0.317,0.392,94.836,297467,4,35.57399,12
Flathead,The Fratellis,spotify:track:5t1Eqjxu93ub0LiTgxZQOB,0.598,0.95,0,-5.216,1,0.135,0.0121,0,0.329,0.291,105.185,197440,4,47.66983,9
O,Omarion,spotify:track:3gOBLrOvDovzHL4xBDQw0B,0.742,0.515,0,-6.265,1,0.0405,0.081,0,0.194,0.587,120.086,280707,4,35.88571,10
Wild West Show,Big & Rich,spotify:track:0Z9YP4ntjcqlMCfgi5Eete,0.551,0.879,0,-1.395,1,0.0378,0.0261,2.43e-06,0.132,0.293,106.135,260813,4,72.49982,7
Breathe And Stop,Q-Tip,spotify:track:7nDtDxsKJ3fho8xEmU65JJ,0.881,0.83,7,-4.563,1,0.172,0.0144,0.00771,0.0626,0.765,98.793,243867,4,28.66701,13
Country Boy,Alan Jackson,spotify:track:5RuCWf4bJC0rqA05b7nWfd,0.73,0.684,9,-10.803,1,0.0351,0.259,1.53e-06,0.111,0.564,139.037,246080,4,28.51132,11
Just The Girl,The Click Five,spotify:track:1JURww012QnWAw0zZXi6Aa,0.571,0.89,9,-1.6,1,0.0395,0.00509,0,0.0769,0.751,110.958,234147,4,38.44265,9
"Left, Right, Left",Drama,spotify:track:0vk5b6kj3QISHg4fpRPi6n,0.909,0.517,4,-11.018,1,0.165,0.00834,0,0.142,0.539,125.048,217427,4,42.47189,11
On The Way Down,Ryan Cabrera,spotify:track:1GwVi2ceNb8dMFA3DZGnnY,0.5,0.845,1,-5.015,1,0.0369,0.00184,0,0.106,0.539,95.199,212045,4,31.32422,11
Should've Said No,Taylor Swift,spotify:track:0ST1G2zAOuSPd6rYdF3RS0,0.726,0.28,6,-11.744,0,0.941,0.83,0,0.144,0.591,118.747,81270,4,54.14363,4
Never Gonna Be Alone,Nickelback,spotify:track:7aySoZnwt7c6lA54qVVUOk,0.544,0.802,4,-4.152,1,0.0282,0.00155,7.34e-05,0.122,0.59,130.022,227027,4,58.11086,7
Contagious,The Isley Brothers Featuring Ronald Isley,spotify:track:7HjJQunSPwkXXVnGeItUEH,0.709,0.449,4,-7.251,0,0.04,0.24,0,0.134,0.204,113.023,346467,4,52.29501,13
Rock Your Body,Justin Timberlake,spotify:track:1AWQoqb9bSvzTjaLralEkT,0.891,0.714,4,-6.055,0,0.14,0.202,0.000234,0.0521,0.818,100.972,267267,4,37.11249,12
Numb,Linkin Park,spotify:track:2nLtzopw4rPReszdYBJU6h,0.496,0.863,9,-4.153,1,0.0381,0.0046,0,0.639,0.243,110.018,185587,4,52.77931,6
The Way I Are,Timbaland Featuring Keri Hilson,spotify:track:2bLqfJjuC5syrsgDsZfGmn,0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,179120,4,25.47823,6
Bring On The Rain,Jo Dee Messina With Tim McGraw,spotify:track:1OnXz5v4hVdrNLJ9N4MqzL,0.468,0.404,5,-7.25,1,0.0286,0.689,0,0.177,0.148,138.115,240173,4,28.75185,10
Youth Of The Nation,P.O.D.,spotify:track:0UrWr7Jnu1heq1o99ZwUd0,0.563,0.86,8,-7.533,1,0.0621,0.00834,0.0106,0.39,0.517,97.867,256240,4,31.53952,8
Soul Survivor,Young Jeezy Featuring Akon,spotify:track:0Ss50OU9tCozI7JIywkv14,0.682,0.483,10,-7.718,1,0.0451,0.00103,0,0.159,0.108,84.012,280013,4,69.75457,8
Tambourine,Eve,spotify:track:1U16aNzvnlfARgjWXjKmQj,0.82,0.854,1,-4.153,1,0.22,0.239,0,0.359,0.574,102.623,192440,4,22.56701,12
Stanky Legg,GS Boyz,spotify:track:73GD9DI2EBRSi2l57wyh3Z,0.761,0.704,11,-5.975,0,0.059,0.00435,0,0.272,0.738,154.007,233320,4,39.3563,12
Who's Your Daddy?,Toby Keith,spotify:track:0x7Yp9FYMcTH9u1hxxnh4e,0.684,0.872,9,-4.307,1,0.0402,0.283,0.0289,0.049,0.849,126.381,238013,4,50.87424,9
Fake It,Seether,spotify:track:4eAwB5pnKFTmsgc3zWoYO0,0.611,0.95,8,-3.509,1,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,193893,4,27.88215,9
South Side,Moby Featuring Gwen Stefani,spotify:track:49bUJjrC16NgnrgGS75Yan,0.61,0.723,4,-7.572,1,0.0422,0.0103,0.0447,0.0748,0.45,97.147,229733,4,46.83734,9
Shawty Get Loose,Lil Mama Featuring Chris Brown & T-Pain,spotify:track:1Kef862HDQdZQaXpxNtHuv,0.886,0.724,1,-4.229,1,0.246,0.165,0,0.095,0.619,115.072,209507,4,20.75336,10
What's A Guy Gotta Do,Joe Nichols,spotify:track:3AiNYdRmhXcv7KCFHZOddA,0.625,0.966,5,-3.908,1,0.0668,0.609,8.89e-05,0.0667,0.929,170.194,141947,4,28.92082,7
Our Song,Taylor Swift,spotify:track:15DeqWWQB4dcEWzJg15VrN,0.668,0.672,2,-4.931,1,0.0303,0.111,0,0.329,0.539,89.011,201107,4,25.73794,9
L.A. Song,Beth Hart,spotify:track:69pBTbnLue0leYUCMAFqPj,0.351,0.615,7,-7.621,1,0.0451,0.206,0,0.985,0.337,127.798,271107,3,58.57055,10
Tha Block Is Hot,Lil' Wayne Featuring Juvenile & B.G.,spotify:track:2W2dHy8pGPqoVzgov6RKek,0.739,0.828,10,-5.079,0,0.219,0.211,0,0.0954,0.745,168.091,314440,4,29.19997,19
Watching You,Rodney Atkins,spotify:track:5OusUgzHz6Ulb3GZT7WUo5,0.625,0.848,2,-4.008,1,0.0314,0.105,0,0.23,0.716,137.993,235427,4,44.30366,10
Sexy Can I,Ray J & Yung Berg,spotify:track:0DdpxWfVvUGgkJv5536tiF,0.575,0.684,1,-6.007,1,0.325,0.299,0,0.614,0.926,172.155,204040,4,26.24243,11
Let It Rock,Kevin Rudolf Featuring Lil Wayne,spotify:track:6TrNRd98WksT9Kkmx9uj6R,0.607,0.784,7,-4.41,1,0.0397,0.000684,0,0.0678,0.442,113.172,231173,4,26.33223,8
No Surprise,Daughtry,spotify:track:6q4XLE5WeOBWftoc9gTl2P,0.508,0.823,3,-3.711,1,0.031,0.00741,0,0.104,0.152,95.98,270640,4,30.8566,15
Need You Now,Lady Antebellum,spotify:track:11EX5yhxr9Ihl3IN1asrfK,0.587,0.622,4,-5.535,1,0.0303,0.0927,0.000636,0.2,0.231,107.943,277573,4,41.68766,14
One Of Those Days,Whitney Houston,spotify:track:4qoRtBttExNQ8eguqiYsRg,0.679,0.708,0,-3.844,1,0.0818,0.312,0,0.0878,0.82,91.983,255733,4,24.51985,12
Proud Of The House We Built,Brooks & Dunn,spotify:track:7dP5CWoAZlHVBzNAsSxYP1,0.618,0.79,6,-4.973,1,0.0445,0.0655,0.00641,0.11,0.545,119.987,226187,4,24.72916,11
Everything,Alanis Morissette,spotify:track:6QTvIHixO4A2XrRT8yqT1n,0.489,0.729,10,-6.046,1,0.0316,0.126,9.54e-05,0.133,0.339,144.041,273893,4,28.02355,12
D.O.A. (Death Of Auto-Tune),JAY-Z,spotify:track:5kMsjfhYMZ1L9Btuu0AIRx,0.569,0.869,3,-5.432,0,0.217,0.0342,0,0.0718,0.492,86.62,256387,4,68.54985,10
Cheatin',Sara Evans,spotify:track:230QoWFdxdHUTNzsXiyhj0,0.416,0.615,9,-4.984,1,0.039,0.0174,6.92e-05,0.233,0.266,157.671,206387,4,35.76371,11
Disease,matchbox twenty,spotify:track:4OepLJ2fUvHRmVB8XklIe8,0.541,0.833,8,-4.647,0,0.0583,0.0187,0,0.143,0.84,115.052,219360,4,34.58759,8
Good Times,Tommy Lee,spotify:track:4TivbqZf2RFik3HA1NjM2t,0.495,0.837,7,-4.289,1,0.0397,0.000968,1.08e-06,0.225,0.544,89.06,186874,4,34.6596,6
"Dance, Dance",Fall Out Boy,spotify:track:0a7BloCiNzLDD9qSQHh5m7,0.62,0.961,11,-3.198,0,0.154,0.00523,0,0.0854,0.449,114.448,180267,4,25.99299,10
I Think I'm In Love With You,Jessica Simpson,spotify:track:34PsixEmIceg39NpaYxBsH,0.715,0.815,9,-5.867,1,0.0576,0.0689,0,0.233,0.804,106.001,197693,4,23.49583,8
Streetcorner Symphony,Rob Thomas,spotify:track:20117nklRrpujknMRpueYQ,0.633,0.886,1,-3.892,1,0.0456,0.109,0,0.0438,0.753,81.811,247827,4,66.38407,9
Hold You Down,"The Alchemist Featuring Prodigy, Illa Ghee & Nina Sky",spotify:track:3EyNj8ps0rYIAF4xIpFCjc,0.756,0.672,1,-8.603,1,0.268,0.178,0,0.134,0.532,90.848,238707,4,16.6042,14
Give Me That,Webbie Featuring Bun B,spotify:track:2s9NvnrAU9WahyWRa0Ou9m,0.675,0.781,8,-6.035,1,0.28,0.00689,0,0.319,0.536,78.009,267520,4,59.67733,15
The Way I Am,Ingrid Michaelson,spotify:track:43ddJFnP8m3PzNJXiHuiyJ,0.877,0.259,5,-9.302,1,0.0427,0.771,8.98e-06,0.108,0.32,119.989,135387,4,30.21526,7
That'd Be Alright,Alan Jackson,spotify:track:48ykOM780IeqcmTcwK9IM4,0.672,0.731,2,-8.791,1,0.0282,0.228,0,0.0661,0.913,134.376,221760,4,32.18602,8
Where I'm From,Jason Michael Carroll,spotify:track:0VeI4Zyirc6yuJ4P7fudjE,0.532,0.815,8,-5.834,1,0.0392,0.0301,0,0.0721,0.546,149.728,276480,4,43.40882,13
Lucky,Jason Mraz & Colbie Caillat,spotify:track:0IktbUcnAGrvD03AWnz3Q8,0.623,0.417,0,-8.699,1,0.0354,0.296,0,0.135,0.721,130.032,191360,4,35.75715,7
Mesmerize,Ja Rule Featuring Ashanti,spotify:track:2iclfHORMqpR3TxuhwVRhD,0.764,0.648,1,-6.639,1,0.206,0.0563,0,0.414,0.391,90.1,278720,4,21.68794,13
Troubadour,George Strait,spotify:track:4qjmnM1aYvayCTDd0uuRKH,0.568,0.621,11,-6.395,1,0.0261,0.356,0.000577,0.274,0.346,136.094,176227,4,43.76175,7
P.I.M.P.,50 Cent,spotify:track:2D1hlMwWWXpkc3CZJ5U351,0.7,0.758,10,-3.012,0,0.342,0.0444,1.3e-05,0.0401,0.889,78.693,249467,4,24.60842,11
White & Nerdy,"""Weird Al"" Yankovic",spotify:track:60R2v9lheAu3lwZwAFxMZK,0.791,0.613,1,-11.628,0,0.0763,0.0986,0,0.0765,0.896,143.017,170640,4,73.98449,7
Chasing Pavements,Adele,spotify:track:71WAtDcWVYMoCsblD2uQXx,0.621,0.473,5,-6.07,0,0.0251,0.312,0,0.11,0.325,80.027,210507,4,25.109,11
Cry Me A River,Justin Timberlake,spotify:track:7Lf7oSEVdzZqTA0kEDSlS5,0.624,0.653,8,-6.582,0,0.176,0.575,0,0.104,0.565,73.884,288333,4,24.66474,14
You'll Think Of Me,Keith Urban,spotify:track:68Iw932AjRCDEPLIzpmOtF,0.581,0.49,2,-10.657,1,0.0355,0.366,7.51e-06,0.101,0.454,82.881,293600,4,42.94932,10
Ever The Same,Rob Thomas,spotify:track:02acUMylPHMjJ9miDc9b38,0.435,0.729,1,-4.818,0,0.0307,0.0152,2.63e-05,0.11,0.524,188.017,256600,4,41.42314,10
I'll Wait For You,Joe Nichols,spotify:track:1L6rE8LIa9G6xl03hdihVh,0.526,0.422,9,-8.351,1,0.0277,0.262,0,0.14,0.33,143.747,246960,4,43.20539,10
Kiss Me Thru The Phone,Soulja Boy Tell 'em Featuring Sammie,spotify:track:2q4rjDy9WhaN3o9MvDbO21,0.758,0.712,7,-3.781,1,0.112,0.0185,0,0.0677,0.795,149.998,193387,4,37.68087,13
La Camisa Negra,Juanes,spotify:track:2EM9zpAc7PVeoAydmbfVIL,0.751,0.731,6,-4.419,0,0.0308,0.0838,0,0.0556,0.973,97.007,216707,4,32.41518,8
Bossy,Kelis Featuring Too $hort,spotify:track:0Eu5SrReZzaJX0NLKI8tQS,0.906,0.624,4,-5.556,1,0.179,0.000185,6.21e-06,0.0608,0.775,84.009,274947,4,28.33568,14
Fidelity,Regina Spektor,spotify:track:6GskIhdM6TN6EkPgeSjVfW,0.923,0.518,5,-6.008,1,0.0492,0.52,0.000142,0.104,0.682,93.023,226680,4,56.33712,9
Bad Romance,Lady Gaga,spotify:track:4rJjQvXxNxManKS805uHpu,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573,4,26.04353,11
N 2 Gether Now,Limp Bizkit Featuring Method Man,spotify:track:5SEBSAio1N77Vbrj1cAEGb,0.752,0.753,6,-7.721,0,0.357,0.114,0,0.317,0.604,102.549,289867,4,83.74483,6
Got It All,Eve & Jadakiss,spotify:track:0wQqyhLetDqk3waR7JSttl,0.79,0.755,1,-5.992,1,0.459,0.0152,3.57e-05,0.411,0.627,95.052,227227,4,34.41765,10
Music,Madonna,spotify:track:2BcOZ4vOeu2qZowIHrvTYy,0.736,0.802,7,-8.527,1,0.0663,0.00149,0.0876,0.14,0.871,119.854,225973,4,44.55842,9
A Little Too Late,Toby Keith,spotify:track:5djhyxT7ZIzM1rP2XE2ygb,0.635,0.749,11,-5.815,1,0.0294,0.175,3.71e-05,0.139,0.628,100.95,248040,4,62.45604,7
The Kill (Bury Me),Thirty Seconds To Mars,spotify:track:232FvPwx9QqPtvob5aSDKv,0.303,0.926,4,-3.945,0,0.0695,0.00115,0.00235,0.275,0.272,182.915,233427,3,22.13935,9
Just For You,Lionel Richie,spotify:track:0j5E1yom7T47wgH0LynPq9,0.657,0.599,11,-8.388,0,0.03,0.1,3.06e-06,0.0957,0.531,115.007,250467,4,37.99637,9
Who You'd Be Today,Kenny Chesney,spotify:track:5Vkdh8GfdXmwyJjzPewMWM,0.646,0.431,2,-9.287,1,0.029,0.149,0.000428,0.108,0.248,145.855,254573,4,53.37202,10
Playas Gon' Play,3LW,spotify:track:3OWsm3HE35S9x3fgY8tbgh,0.656,0.724,6,-5.465,0,0.124,0.00395,4.98e-05,0.269,0.62,185.748,283533,4,26.10022,14
Danger,Erykah Badu,spotify:track:4dfvajW0PS2LG2kHFig8vy,0.801,0.537,11,-10.595,1,0.46,0.02,3.71e-05,0.111,0.433,89.064,349000,4,19.32426,12
Come Back To Me,Vanessa Hudgens,spotify:track:0occ3Gxp6ZV5DUmJNuEsQB,0.65,0.868,5,-3.988,1,0.084,0.000836,1.61e-05,0.245,0.71,87.961,166867,4,40.7124,6
Landslide,Dixie Chicks,spotify:track:5hviCr3lgg6LY6noG6DPKs,0.571,0.438,2,-7.007,1,0.0279,0.534,1.56e-05,0.187,0.444,145.948,230549,4,36.59481,9
Complicated,Avril Lavigne,spotify:track:5xEM5hIgJ1jjgcEBfpkt2F,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,244507,4,26.44392,7
Just Lose It,Eminem,spotify:track:0qcjuYtMWhBjXg0Xwt5SzS,0.94,0.633,8,-3.56,1,0.0467,0.0581,4.04e-05,0.281,0.962,121.003,248680,4,50.18419,11
Goodbye,Jagged Edge,spotify:track:3PcocqQL1Qn6LtUxjSlk4R,0.821,0.727,6,-6.262,1,0.105,0.134,2.4e-06,0.0532,0.971,130.0,273020,4,67.4764,11
Truth Is,Fantasia,spotify:track:3QfsB9tPwAjMb5b9P7r3Z5,0.707,0.451,11,-10.38,1,0.0761,0.309,0,0.0524,0.616,73.209,236747,4,39.02984,9
The Truth About Men,Tracy Byrd,spotify:track:12KkJDLatz644y0hYJtZJX,0.648,0.777,5,-5.46,1,0.0323,0.0657,0,0.344,0.895,145.889,178867,4,24.36512,8
911,Wyclef Jean Featuring Mary J. Blige,spotify:track:28hgx2bWXcaBJeC9zVwrBq,0.747,0.646,7,-9.185,1,0.191,0.273,3.7e-06,0.0931,0.73,87.011,259333,4,51.92839,10
Grind With Me,Pretty Ricky,spotify:track:3B7i9OKRRmIsSBHEbJz58Y,0.7,0.538,1,-5.952,1,0.045,0.000204,0,0.105,0.189,136.518,237733,4,30.0575,11
Nothin' To Lose,Josh Gracin,spotify:track:7oiCqfE8Wjk8wf0pFTgL2H,0.607,0.876,7,-4.117,1,0.0382,0.371,0,0.519,0.886,121.043,156893,4,53.76324,6
Wake Up Call,Maroon 5,spotify:track:29E1Z4YTxud1Szvw9i4GPN,0.631,0.949,4,-2.671,0,0.0591,0.03,0,0.0889,0.969,164.141,201307,4,24.71885,7
Disco Inferno,50 Cent,spotify:track:69bHJ9qs5FrUJbKP8xU8uZ,0.925,0.659,3,-4.763,1,0.231,0.206,7.88e-05,0.279,0.71,97.018,214227,4,77.50793,7
You Gets No Love,Faith Evans,spotify:track:61kG6g3btiapbSVEj3D0Hb,0.749,0.677,5,-3.502,0,0.125,0.211,0,0.196,0.917,96.872,241400,4,43.1736,10
Midwest Swing,St. Lunatics,spotify:track:3NjAxulzcqR9riwzAnoN7p,0.846,0.58,10,-6.533,0,0.0432,0.0346,4.53e-05,0.285,0.271,94.945,275389,4,61.53176,12
The Set Up,Obie Trice Featuring Nate Dogg,spotify:track:565Qtc38H8ftpOL0COxd5m,0.827,0.744,1,-6.839,1,0.411,0.306,0,0.126,0.805,95.929,131107,4,42.83582,5
Rush,Aly & AJ,spotify:track:1dpXikU9kSyxm1mKulwHws,0.548,0.815,2,-5.218,0,0.0409,0.0175,8.9e-06,0.127,0.212,129.963,191733,4,42.49121,8
Love Me If You Can,Toby Keith,spotify:track:1OIxqnC2Bc8fN91XSxQ8HX,0.57,0.633,5,-6.26,1,0.0285,0.242,0.00176,0.0866,0.339,148.027,216867,4,39.45242,9
There's Nothin,Sean Kingston Featuring Elan & Juelz Santana,spotify:track:5w86HjXc60QjhMUAFAeLTf,0.703,0.782,5,-4.16,1,0.141,0.202,0,0.476,0.862,91.029,225653,4,55.51174,10
Hoedown Throwdown,Miley Cyrus,spotify:track:6ntkwU1MhehTKgx4BWxX3f,0.738,0.804,10,-6.018,0,0.0608,0.197,0,0.297,0.791,109.045,181013,4,69.50891,8
Class Reunion (That Used To Be Us),Lonestar,spotify:track:35YiIUIo3a5f0qk0xhHgx9,0.589,0.872,7,-2.626,1,0.029,0.0151,2.99e-06,0.0577,0.524,116.986,272347,4,24.67389,9
How Did You Know?,Mynt Featuring Kim Sozzi,spotify:track:2UdD7uzjIURMsdx0DFK0Cn,0.698,0.889,9,-4.288,0,0.0409,0.012,1.49e-06,0.065,0.818,128.015,229172,4,29.21658,10
