Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
I Wish,Skee-Lo,spotify:track:3LklW07tvdx2AHsgfi1Mng,0.669,0.809,7,-7.146,1,0.147,0.00137,0,0.38,0.572,97.885,249293,4,37.20123,9
Hey Man Nice Shot,Filter,spotify:track:5pQEExRHWM9XnghO6bhdLJ,0.479,0.588,2,-10.773,1,0.0339,0.00214,0.709,0.319,0.305,177.014,314440,4,29.02615,11
Send My Love/Send One Your Love,Born Jamericans,spotify:track:2Y9iaL6hNUIUMCiaIFq0ox,0.75,0.554,10,-9.189,0,0.146,0.0579,0,0.0724,0.495,92.945,259133,4,34.03003,11
I Wonder Why,Curtis Stigers,spotify:track:04jNbL6I5ZPLYKKlL08Z8Z,0.549,0.62,0,-8.971,1,0.0306,0.0573,0,0.591,0.288,135.112,267240,3,50.05247,10
The Choice Is Yours,Black Sheep,spotify:track:4k9EkhkFZY8Bk41Qi0Ob7P,0.867,0.679,10,-12.028,0,0.207,0.0336,1.59e-06,0.0742,0.68,101.293,243200,4,119.96843,9
Last Dayz,Onyx,spotify:track:0usovqilR2yhLw9zWEaWzk,0.625,0.621,10,-9.595,0,0.439,0.0193,3.04e-05,0.124,0.771,88.216,224253,4,20.67626,13
Simon Says,Pharoahe Monch,spotify:track:67IvfvAMYQzJEeHopvwMMW,0.664,0.916,1,-3.888,1,0.473,0.17,1.67e-05,0.164,0.559,93.134,173159,4,23.67915,7
Missing You,Tina Turner,spotify:track:5n7IudGA8j5x2pzNouxHdy,0.621,0.728,9,-5.546,1,0.0366,0.456,1.24e-05,0.156,0.326,104.845,242307,4,30.89713,9
The Obvious Child,Paul Simon,spotify:track:1deWgqhgAzI6dY35TbKKh7,0.523,0.717,8,-11.611,1,0.0483,0.576,0.00177,0.028,0.969,92.593,250227,4,41.75463,10
My Love Is A Fire,Donny Osmond,spotify:track:0pR67cDnsieEM5F0jTHdlP,0.726,0.929,0,-11.121,1,0.0622,0.059,7.34e-05,0.687,0.43,115.393,334973,4,26.77772,12
"Walls (From ""She's The One"")",Tom Petty And The Heartbreakers,spotify:track:5yEpB2g3CbuVk4YmAkzkOK,0.538,0.763,5,-5.238,1,0.0264,0.0742,3.54e-06,0.116,0.384,100.837,265307,4,26.87962,15
"Blaze Of Glory (From ""Young Guns II"")",Jon Bon Jovi,spotify:track:1sUTfgduT0WIQO8kXKXxLC,0.547,0.62,7,-9.823,1,0.0309,0.0564,2.49e-05,0.0937,0.426,78.598,335240,4,41.18194,14
Don't Turn Around,Ace Of Base,spotify:track:4SYMibQ93bfzOk6uzkF0dO,0.745,0.771,4,-8.231,0,0.0755,0.00104,0.387,0.0574,0.752,95.623,230187,4,31.17928,10
When You Love A Woman,Journey,spotify:track:2Ie2PTlhSYqE7WG5l6QzrB,0.513,0.514,1,-5.819,1,0.0274,0.255,0,0.258,0.216,132.157,246987,4,50.95651,10
A Better Love,Londonbeat,spotify:track:1fALXFVWhnXVME9MNCQmt1,0.616,0.6,9,-14.772,1,0.0331,0.0944,0.000121,0.336,0.792,95.743,240400,4,44.06955,12
Nu Nu,Lidell Townsell,spotify:track:0qMUoCJmSPCjeej1d6g85A,0.936,0.55,3,-12.744,0,0.0548,0.00935,0.000322,0.0688,0.763,120.963,199627,4,24.79791,11
Get Lifted,Keith Murray,spotify:track:544gpqcu9htj6mnufI5pk7,0.849,0.549,2,-10.698,1,0.348,0.53,0,0.0552,0.696,92.585,242103,4,19.10599,12
I Wanna Be Down,Brandy,spotify:track:6N9uyMZf9pbNOuomveWscp,0.703,0.469,11,-6.515,0,0.0415,0.177,0,0.726,0.661,86.038,291667,4,46.07275,14
Good Times With Bad Boys,Boy Krazy,spotify:track:5xJFlU6POW87nEqmGMrN1c,0.657,0.936,0,-6.232,1,0.0299,0.444,9.99e-05,0.354,0.761,130.171,189001,4,50.40584,9
Losing My Religion,R.E.M.,spotify:track:31AOj9sFz2gM0O3hMARRBx,0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,268427,4,69.66586,11
Ballad Of Youth,Richie Sambora,spotify:track:7CDR0u4CqgZUWvRDt7TvGy,0.522,0.769,4,-9.9,0,0.0383,0.123,0.00417,0.128,0.335,114.959,232840,4,138.84186,6
Somethin' To Ride To (Fonky Expedition),The Conscious Daughters,spotify:track:2amTrpEAfs0ZeI5JjrpkWO,0.782,0.608,7,-6.58,1,0.124,0.000136,2.12e-06,0.0724,0.659,93.284,300507,4,56.66718,13
Love Me,Tracie Spencer,spotify:track:0Q7aNolyWuEFAk53EGql50,0.652,0.366,1,-11.492,1,0.0301,0.5,2.7e-05,0.127,0.288,137.264,303800,4,77.79389,8
Life Goes On,Poison,spotify:track:2OWKsyrgUINadOG21dR0Fh,0.404,0.779,1,-3.199,1,0.0298,0.0181,0.00139,0.0929,0.373,78.838,287533,4,32.68828,10
Shake Your Bon-Bon,Ricky Martin,spotify:track:1yKDl9K9lrbIFSpPBzEQtb,0.638,0.937,0,-4.642,1,0.0444,0.0942,0,0.327,0.762,100.03,192333,4,22.51275,9
This Is The Right Time,Lisa Stansfield,spotify:track:7gfMuyx2NauRQbrDiZcimh,0.664,0.644,6,-10.631,1,0.0689,0.0581,0,0.307,0.855,123.306,272293,4,29.06564,9
Booti Call,BLACKstreet,spotify:track:7ABJ2azouB9EwEYzL9Tljt,0.87,0.92,9,-2.858,0,0.0538,0.00819,0.000838,0.083,0.852,99.123,266493,4,63.54301,11
I Fell In Love,Rockell,spotify:track:7yhDrZHrOrYuoLr4Po7bsT,0.825,0.858,9,-7.586,1,0.08,0.0102,0.0373,0.0543,0.92,135.027,273093,4,31.03299,14
Soul Inspiration,Anita Baker,spotify:track:6tB4PBScwCaD94sZUfjygA,0.653,0.662,6,-7.03,1,0.026,0.382,0,0.0859,0.51,104.026,319400,4,20.19731,14
All True Man,Alexander O'Neal,spotify:track:6nhCjIwKCpZCol6O4ciUTu,0.761,0.702,7,-8.523,1,0.0389,0.108,3.13e-05,0.0935,0.85,104.773,304427,4,41.31394,14
Please Don't Go,Boyz II Men,spotify:track:6wpz7aQOAk2plmGYrSr61H,0.644,0.663,6,-12.847,0,0.0454,0.197,0,0.302,0.743,135.622,263960,4,18.85266,14
Chorus,Erasure,spotify:track:6gGie940lliTLLt85tZPp7,0.613,0.655,5,-12.989,1,0.0302,0.209,0.000754,0.171,0.69,129.906,266267,4,59.78093,10
Hold On To Me,John Michael Montgomery,spotify:track:2mlSQ1JZkgptStT9PXArjh,0.488,0.425,10,-9.407,1,0.0262,0.333,0,0.104,0.233,165.06,251200,3,50.58709,12
Exclusivity,Damian Dame,spotify:track:63DGRme6rFWbHaHE8kP5ia,0.728,0.803,11,-10.57,0,0.0568,0.0211,1.18e-05,0.0267,0.791,104.179,299667,4,42.28474,14
Made In England,Elton John,spotify:track:5mZHT7OH6mz0vpqDQeHBbd,0.615,0.88,0,-8.499,1,0.0411,0.0386,0.00371,0.364,0.707,139.001,308107,4,28.14898,16
Alright,Janet Jackson,spotify:track:63W4sfeRTTiNKFLAzUJHFe,0.667,0.893,11,-7.083,1,0.0364,0.1,0.592,0.549,0.963,111.705,386533,4,44.16689,16
If I Lost You,Travis Tritt,spotify:track:4BT0ltNgL8JljaedanwyVT,0.458,0.395,5,-7.313,1,0.0263,0.242,1.16e-06,0.137,0.124,140.011,228867,4,84.78067,6
The Ghetto,Too $hort,spotify:track:3B6WDceNe6lUQnczntRIuf,0.947,0.354,6,-12.844,0,0.27,0.0455,5.71e-05,0.212,0.36,100.087,302133,4,32.668,14
When Love Cries,Donna Summer,spotify:track:6QiIEgVpaFpWOavU2sJq19,0.67,0.766,4,-11.024,0,0.0672,0.0976,0.00495,0.0472,0.456,95.754,319107,4,21.086,12
Save Me,Lisa Fischer,spotify:track:5bhHxCq03CHjc5KT6qwj4K,0.655,0.902,5,-8.038,1,0.0357,0.0401,0.00045,0.0722,0.787,116.255,284960,4,41.01758,11
This Is Your Night,Amber,spotify:track:5p0rUHicpwMZil8RlNGGth,0.674,0.908,9,-3.262,0,0.0325,0.0714,0.000104,0.121,0.861,127.99,238160,4,45.7496,8
Spending My Time,Roxette,spotify:track:47PQWnMc01EmIH0PD2UuGb,0.42,0.574,4,-5.149,1,0.0292,0.238,0.000115,0.127,0.218,170.549,275667,4,45.35451,12
Lift Me Up,Yes,spotify:track:0KpvMmpUFIMVpY14ypSdBB,0.518,0.82,9,-7.988,1,0.0329,0.184,1.53e-05,0.168,0.474,92.189,390307,4,63.97209,9
Uncle Tom's Cabin,Warrant,spotify:track:3WW3g2scq0m7ZY5JCxrdWw,0.633,0.732,8,-6.785,1,0.0707,0.186,1.37e-05,0.13,0.273,126.567,241507,4,34.58011,9
Please Forgive Me,Bryan Adams,spotify:track:1HDaENkQhUMm16pjdxZvHn,0.587,0.456,9,-7.011,1,0.0262,0.516,0,0.104,0.144,134.11,355640,4,37.06927,16
"No Guns, No Murder",Rayvon,spotify:track:54zbUGqw8JRk020wLRWlHl,0.797,0.683,10,-14.299,0,0.219,0.0816,0,0.296,0.885,97.984,277027,4,28.96569,15
Jus Lyke Compton,DJ Quik,spotify:track:24M44x9vVlOlXipjJJcAY7,0.805,0.566,7,-12.604,1,0.177,0.055,0,0.582,0.658,94.65,251373,4,21.80526,11
Set The Night To Music,Roberta Flack With Maxi Priest,spotify:track:32jYppBJlMiUDUAwd0yHnr,0.678,0.37,5,-16.073,1,0.0301,0.38,3.5e-05,0.128,0.622,121.595,323880,4,28.97778,13
Ninety Nine [Flash The Message],John Forte,spotify:track:1shRBEykFXAQFgnAF02nZ7,0.882,0.52,4,-10.899,0,0.315,0.0589,0,0.313,0.447,96.846,223533,4,25.78501,8
Out Of My Bones,Randy Travis,spotify:track:5a5ZZd5TwKUvp2KnTEtu5a,0.522,0.732,3,-5.773,1,0.0277,0.427,0,0.134,0.587,144.962,164773,4,25.68774,9
Carnival,Natalie Merchant,spotify:track:4QXhRjZacZ1gZUeL7Ukktw,0.601,0.48,6,-11.41,0,0.0732,0.2,0.0955,0.0297,0.802,188.214,361107,4,29.83122,13
Poison,Bell Biv DeVoe,spotify:track:6m59VvDUi0UQsB2eZ9wVbH,0.84,0.56,6,-10.53,0,0.21,0.00195,0.00417,0.633,0.775,111.815,261853,4,38.13758,13
As I Lay Me Down,Sophie B. Hawkins,spotify:track:6S8ZXzeXsfCj8qi9179McI,0.519,0.737,10,-8.7,1,0.0437,0.645,1.77e-06,0.271,0.668,82.999,248893,4,51.18119,7
Touch It,Monifah,spotify:track:3upCmUgdchN3u0vkedbC5S,0.863,0.476,8,-10.019,0,0.0932,0.0307,0.0515,0.0706,0.783,115.459,285827,4,39.29267,16
Give It Up,ZZ Top,spotify:track:470PZEQc7PUnvhp73hSrJc,0.664,0.665,10,-9.881,1,0.0282,0.00812,0.000114,0.149,0.53,123.95,209427,4,54.72306,9
Going Home,Kenny G,spotify:track:7klcN1Hjle0xBe2KQsYGxY,0.543,0.257,7,-14.322,1,0.0246,0.00483,0.359,0.121,0.271,80.056,256507,4,33.23686,13
Scenario,A Tribe Called Quest,spotify:track:0301nLjG0ti26rx5ZmfqtP,0.795,0.6,2,-14.004,1,0.341,0.112,0.000171,0.111,0.633,101.78,250133,4,43.60878,7
Someone To Hold,Trey Lorenz,spotify:track:0QxHxD5A0qzNBIMobsQT4X,0.594,0.543,4,-10.095,1,0.0382,0.448,0,0.0818,0.543,147.956,283293,4,18.96522,11
I'll Be By Your Side,Stevie B,spotify:track:2vLqcLdmxc5CPQSYplqU2s,0.628,0.42,5,-12.032,0,0.0376,0.427,0,0.158,0.277,122.282,300307,4,47.78113,11
Let's Talk About Sex,Salt-N-Pepa,spotify:track:6hTBP6QLwJdxbKyLlLXrGo,0.863,0.543,6,-13.497,1,0.13,0.0507,0,0.241,0.799,106.929,213267,4,19.88376,12
I Don't Have The Heart,James Ingram,spotify:track:5In7xBveNACCRX2uWNoPuW,0.487,0.423,2,-8.181,1,0.0243,0.658,0,0.109,0.334,88.883,253507,4,53.02386,9
"Spirit Of A Boy, Wisdom Of A Man",Randy Travis,spotify:track:1R1SbRYJsZzvjk5y22BsCV,0.519,0.398,3,-10.968,1,0.0273,0.608,1.79e-05,0.11,0.247,71.932,230040,3,47.27644,9
Never Ever,All Saints,spotify:track:5FTz9qQ94PyUHETyAyfYZN,0.738,0.541,1,-5.485,1,0.0311,0.559,0,0.0492,0.309,134.187,387573,4,32.16853,16
