Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
Fly Me To The Moon,Bobby Womack,spotify:track:5dPEN5o9yJSG7sa4J6qvc6,0.559,0.601,3,-9.528,1,0.0464,0.26,0.0121,0.122,0.604,114.08,126133,4,31.4847,7
Reach Out I'll Be There,Four Tops,spotify:track:6Pkj4nv5K53i64cLVgkVyY,0.607,0.599,3,-8.908,0,0.0282,0.0253,0,0.188,0.735,119.842,178533,4,47.82453,9
Make The World Go Away,Timi Yuro,spotify:track:5ZyV6v7aBOMEY39VbREblS,0.363,0.162,6,-11.84,1,0.0324,0.505,0,0.36,0.396,73.015,158840,4,52.73596,7
Cross My Heart,Billy Stewart,spotify:track:4shFFsEAF1j6RcI42EeNS8,0.552,0.601,2,-8.828,1,0.0272,0.772,0.000375,0.16,0.567,76.831,183907,4,27.75342,12
The Beginning Of Loneliness,Dionne Warwick,spotify:track:0bjpECfdKYtTb277HkYwmg,0.331,0.452,1,-9.405,1,0.0853,0.847,0.000701,0.286,0.558,181.035,204573,4,22.93889,11
Popsicle,Jan & Dean,spotify:track:3pQD6KlZPRM0unU42aPT2r,0.593,0.801,0,-11.158,1,0.0376,0.549,0.133,0.0861,0.966,133.974,155733,4,37.3004,9
Rain Rain Go Away,Bobby Vinton,spotify:track:14Z9qaMDQqlwWyhEzKwhDZ,0.502,0.322,10,-10.245,1,0.0287,0.744,0,0.136,0.563,114.861,176693,4,18.11226,11
When I'm Gone,Brenda Holloway,spotify:track:79T991XVouO4qW6yUIH75z,0.39,0.717,5,-5.723,0,0.0625,0.5,0,0.118,0.63,137.076,128000,4,26.67679,5
Quick Joey Small (Run Joey Run),Kasenetz-Katz Singing Orchestral Circus,spotify:track:1AboGOId6vPiP74HGTQhhC,0.818,0.745,5,-6.052,1,0.0385,0.228,0.0045,0.392,0.961,135.994,143813,4,47.17369,7
Walk On By,Dionne Warwick,spotify:track:3xsOtNxtBW0oTI1OWKAzTm,0.7,0.33,5,-9.027,1,0.0303,0.719,8.6e-05,0.136,0.524,98.605,178333,4,23.06501,11
I Only Want To Be With You,Dusty Springfield,spotify:track:31A3oqQxDLdG9HRx45z62d,0.602,0.684,7,-8.021,1,0.029,0.103,0,0.175,0.961,133.0,158200,4,30.72125,7
Right By My Side,Ricky Nelson,spotify:track:1nzQFyBLVFJla6RBpCnFSI,0.566,0.529,5,-10.095,1,0.0394,0.63,0,0.351,0.792,73.5,158160,4,35.25651,8
Mary Ann Regrets,Burl Ives,spotify:track:1znUI2ZoiRBMoeKuxQUdA7,0.529,0.34,2,-11.12,1,0.05,0.636,1.83e-06,0.328,0.537,85.792,213267,3,27.29035,13
Beechwood 4-5789,The Marvelettes,spotify:track:1vFNrZld2sLrmxwLIO1r1L,0.631,0.67,2,-4.755,1,0.0336,0.68,0,0.167,0.972,138.273,133613,4,50.52414,7
Sha La La,Manfred Mann,spotify:track:4BwiV5u18uJhcPJHFx2QG0,0.36,0.838,5,-4.208,1,0.0395,0.521,0,0.861,0.868,144.78,151693,4,34.32434,10
Can't Seem To Make You Mine,The Seeds,spotify:track:6nnSkEpzo8PmHsOlSopoO6,0.699,0.384,7,-13.691,1,0.044,0.148,0,0.121,0.584,109.573,185481,4,46.99669,11
Pandora's Golden Heebie Jeebies,The Association,spotify:track:2E83gwa3sVF1MgjFSf9nx6,0.49,0.547,3,-11.637,1,0.0359,0.349,0,0.321,0.383,132.162,171133,4,31.11037,8
Pride And Joy,Marvin Gaye,spotify:track:7yvOPcquZRqoIxk14gkaMk,0.622,0.625,3,-8.635,1,0.0562,0.678,0,0.28,0.842,119.397,155267,4,26.46017,10
Dang Me,Roger Miller,spotify:track:20iH1uibQIUqNFk3wzG7AG,0.564,0.378,9,-14.468,1,0.168,0.705,0.000716,0.0723,0.687,197.325,102400,4,55.0001,5
Tears And Roses,Al Martino,spotify:track:40yJppEKT0Yud2RUsXb9tk,0.566,0.224,5,-15.366,1,0.0342,0.833,0,0.292,0.5,115.2,139600,3,50.60841,7
When You Dance,Jay & The Americans,spotify:track:2oHcWtwRY6IEiKHCPrN5Ji,0.518,0.768,7,-7.373,1,0.0493,0.586,4.47e-05,0.0811,0.761,133.927,174040,4,26.42985,11
It Ain't No Use,Major Lance,spotify:track:0wGKdgfF9X8KCdZjfsvNui,0.752,0.51,5,-8.587,0,0.0366,0.877,0,0.373,0.951,119.508,167840,4,24.88254,10
(The Man Who Shot) Liberty Valance,Gene Pitney,spotify:track:2ZHxl0iAc5mwJFX6Y5TvRU,0.602,0.591,1,-8.684,0,0.053,0.739,0,0.175,0.837,88.395,178440,4,26.56873,8
Miss Fine,The New Yorkers,spotify:track:2hQGSyxrGKGlvCNDCFhy9d,0.577,0.874,7,-6.105,1,0.0458,0.753,0.000152,0.111,0.885,140.132,148413,4,44.23655,7
Slip Away,Clarence Carter,spotify:track:7r3Hwig1mvtlVq0ZbJ09Wb,0.784,0.433,1,-9.1,1,0.0376,0.299,0.00016,0.0248,0.917,113.491,153298,4,29.73252,8
In The Still Of The Night,Paul Anka,spotify:track:4ND9SgqQMRgoA0TEybnCvz,0.197,0.483,5,-6.75,1,0.0339,0.692,0,0.243,0.339,189.622,163320,3,30.93662,9
Come See,Major Lance,spotify:track:7zMN7kB99o6zAbvDCoLoaD,0.804,0.608,6,-9.05,1,0.0361,0.686,0,0.0353,0.894,119.611,140040,4,71.13549,5
The Popcorn,James Brown,spotify:track:5Nv8GtZ2u87p2RuWoZKZkC,0.704,0.799,8,-8.092,1,0.0437,0.455,0.185,0.124,0.886,120.218,314640,4,19.32218,11
The Christmas Song (Merry Christmas To You),Nat King Cole,spotify:track:4PS1e8f2LvuTFgUs1Cn3ON,0.319,0.21,1,-15.231,1,0.0341,0.92,8.06e-05,0.138,0.209,78.696,192160,4,51.77382,11
Lolita Ya-Ya,The Ventures,spotify:track:4YflRqjR3TF8m16qh5e7UU,0.615,0.427,3,-13.584,1,0.0381,0.698,0.491,0.194,0.611,132.743,128360,4,35.27356,6
Why Can't You Bring Me Home,Jay & The Americans,spotify:track:0YpzbiqE1OG5kzVgP3Nkln,0.649,0.834,10,-10.97,1,0.0738,0.66,0,0.0579,0.715,134.017,183800,4,26.33652,8
"Mixed-Up, Shook-Up, Girl",Patty & The Emblems,spotify:track:1pVFchEqnrpIEtuGrB4srT,0.597,0.47,5,-10.207,1,0.033,0.248,0,0.127,0.615,128.8,126920,4,24.14261,8
Darkest Street In Town,Jimmy Clanton,spotify:track:6E76rQhgtbphqL2CUJedhZ,0.502,0.832,5,-7.354,0,0.0394,0.417,0,0.0897,0.975,147.778,139760,4,22.7296,10
Glad To Be Unhappy,The Mamas & The Papas,spotify:track:1Dw7FyvCJ21oENBoyG3dfn,0.629,0.579,6,-12.498,1,0.0526,0.693,0,0.363,0.826,109.946,102227,4,57.5319,4
It's Got To Be Mellow,Leon Haywood,spotify:track:1XTzERcWA8JFv7q1jHdFI8,0.607,0.534,5,-8.844,0,0.0316,0.341,0,0.0982,0.839,119.008,143640,4,26.32988,9
Him Or Me - What's It Gonna Be?,Paul Revere & The Raiders,spotify:track:0AA6HF90AGlS4KhUfJH74f,0.528,0.838,3,-5.506,1,0.0265,0.292,0,0.0954,0.905,97.264,170960,4,33.70623,8
Baby I Need Your Loving,Four Tops,spotify:track:3aCbwWCYCT3MJjZeUnlcp4,0.632,0.686,0,-6.116,0,0.0395,0.437,0,0.193,0.65,121.414,166027,4,40.71296,10
Aunt Dora's Love Soul Shack,Arthur Conley,spotify:track:45dJNtYHmJ5MTmsjZWRN1S,0.802,0.671,7,-6.606,1,0.0378,0.204,0,0.0566,0.908,119.767,168533,4,46.97249,10
The Love I Saw In You Was Just A Mirage,Smokey Robinson & The Miracles,spotify:track:0T7zBRcchKYBl9g3ZZhyf4,0.593,0.483,0,-9.275,1,0.0286,0.434,0,0.109,0.73,98.934,180213,4,39.53558,10
That's The Way Love Is,Marvin Gaye,spotify:track:51ePCpO1xUeHYhvgT67YPX,0.738,0.465,10,-10.72,0,0.0323,0.17,5.29e-06,0.0747,0.901,110.643,222173,4,36.46977,12
That's The Way God Planned It,Billy Preston,spotify:track:1oT3VkbjXWsciXQ2xNmd5x,0.521,0.643,5,-9.18,1,0.0465,0.558,0.00232,0.0456,0.623,134.407,254107,4,39.08046,11
Fannie Mae,Buster Brown,spotify:track:3dMpikgb98W6TmcgkEt1Js,0.61,0.533,10,-7.324,0,0.0368,0.92,0.531,0.13,0.842,124.29,172160,4,25.40098,9
From Me To You,The Beatles,spotify:track:1euKWJfJSfPhgSendPrcXb,0.581,0.821,0,-4.387,1,0.0318,0.507,0,0.108,0.968,136.145,116160,4,42.83398,6
Love Will Find A Way,Jackie DeShannon,spotify:track:4QU9f1lOmTHwIyH0YbbX67,0.653,0.376,0,-14.969,1,0.0357,0.818,0.336,0.122,0.855,114.273,159867,4,39.27973,8
Think Of The Good Times,Jay & The Americans,spotify:track:7MfympqWLMGXftSmPWY3W2,0.332,0.495,8,-11.345,1,0.0348,0.63,1.12e-06,0.327,0.658,113.194,170307,4,45.87437,9
Bon-Doo-Wah,The Orlons,spotify:track:5lFQmqmOVEH6XlOsZOk9TT,0.588,0.789,5,-6.386,1,0.0287,0.367,7.69e-05,0.198,0.976,97.821,128093,4,33.38156,9
Dedicated Follower Of Fashion,The Kinks,spotify:track:1K61z11CzBUxkwOhtSzq2a,0.406,0.879,0,-6.662,1,0.0433,0.369,1.54e-06,0.41,0.885,172.994,180893,4,19.88327,6
Surfer Girl,The Beach Boys,spotify:track:1AJ5F0FMTC3yFU3ocjy1gE,0.522,0.37,2,-8.364,1,0.0253,0.651,0,0.142,0.653,105.826,148533,3,68.00337,6
We're Doing Fine,Dee Dee Warwick,spotify:track:1E2FDj8wsyqAsEGMqypswj,0.537,0.565,8,-5.251,1,0.106,0.611,1.13e-06,0.0671,0.638,122.382,155267,4,20.90205,9
Maybelline,Johnny Rivers,spotify:track:1kjJZ1cuWV8cBICGmQJcy4,0.598,0.551,11,-11.939,0,0.051,0.534,8.42e-06,0.917,0.898,92.573,137200,4,28.10065,7
Route 66 Theme,Nelson Riddle,spotify:track:6KZpSdpQGbTxP5jKfKY8cV,0.286,0.472,0,-12.264,1,0.0297,0.0279,0.0151,0.211,0.575,154.019,130667,4,48.90527,6
Iko Iko,The Dixie Cups,spotify:track:2xZPpUIcajScKX99PH0fD9,0.918,0.489,9,-13.85,0,0.193,0.413,0.000655,0.0795,0.962,100.406,122344,4,32.03239,8
She Loves You,The Beatles,spotify:track:6nEkxYIEnrbYH7h1hJ8Xn6,0.377,0.916,4,-3.199,0,0.0481,0.26,0,0.074,0.912,75.533,140920,4,33.98704,7
Part Time Love,Little Johnny Taylor,spotify:track:37sL2EUHL00w7uiH5tpY5P,0.414,0.489,0,-10.996,1,0.0356,0.596,0.000171,0.195,0.532,91.351,228333,3,17.16817,10
We Got A Thing That's In The Groove,The Capitols,spotify:track:2Du61OdJ7CXmUBG7FaZST6,0.663,0.527,9,-12.424,1,0.0552,0.571,0,0.126,0.925,81.706,147187,4,67.46392,4
Wait A Minute,The Coasters,spotify:track:6Jm93p3ISmnMDH3IlN3vxG,0.718,0.538,1,-8.905,1,0.074,0.848,0,0.347,0.796,128.293,159667,4,54.89038,7
It Will Stand,The Showmen,spotify:track:3ln9brkScMKIE9MsPirzLb,0.67,0.507,7,-8.274,0,0.0387,0.717,0,0.182,0.847,145.581,142133,4,47.06948,6
You Keep Me Hangin' On,The Supremes,spotify:track:4a01ClusxuZiloOK5UgLUn,0.682,0.612,8,-7.004,0,0.0381,0.284,0,0.0783,0.845,127.647,163280,4,49.02718,8
Fiddle Around,Jan & Dean,spotify:track:1Sn2aOOtBBo4stbunKJtXU,0.664,0.545,2,-13.258,1,0.0408,0.758,3.94e-05,0.137,0.963,138.752,151307,4,50.26444,6
Opportunity,The Jewels,spotify:track:6dEKQOQChSmEKCrcfXdsvR,0.688,0.64,5,-5.827,0,0.0401,0.519,0,0.155,0.894,106.187,145373,4,21.2994,8
Let's Kiss And Make Up,Bobby Vinton,spotify:track:7dO8y24ZYL7kW3VWhsecCO,0.391,0.131,0,-13.729,1,0.0294,0.814,0,0.148,0.478,80.982,147000,4,36.92056,7
This Magic Moment,Jay & The Americans,spotify:track:3MVr7KeWF6kf4znJMwiEnx,0.517,0.533,0,-11.053,1,0.0306,0.539,1.97e-05,0.164,0.769,126.229,182800,4,50.87336,7
Sugar And Spice,The Searchers,spotify:track:6WZZPoX7a0893aaXaZRkYa,0.547,0.86,0,-4.932,1,0.0322,0.473,0,0.0479,0.87,143.598,136720,4,28.13072,9
Skip A Rope,Henson Cargill,spotify:track:2kzVFcp3kSU1Qld4dYBM7L,0.623,0.51,6,-13.092,0,0.0374,0.608,0.00267,0.0699,0.54,145.604,160785,4,30.30548,9
Blues (Stay Away From Me),Ace Cannon,spotify:track:6lEZnUw7X4qt5VrdXrAYp9,0.766,0.269,10,-13.557,1,0.0892,0.808,0.517,0.127,0.547,69.772,137600,4,71.65302,6
If You Were A Rock And Roll Record,Freddy Cannon,spotify:track:5Z07bJAwIfoNc9R140nKjQ,0.512,0.923,6,-6.07,0,0.0527,0.424,0,0.312,0.874,77.059,116173,4,69.93801,4
How Can I Forget,Ben E. King,spotify:track:3qjPP3g5q2Pd6SIJg9Bi4Q,0.555,0.546,0,-10.782,1,0.0247,0.688,0,0.233,0.812,90.618,141013,4,54.32998,5
I Can't Say Goodbye,Bobby Vee,spotify:track:6lyDqcj3PbLRnkWxUqJgqW,0.535,0.394,7,-12.836,0,0.0369,0.764,0,0.114,0.445,124.231,127253,4,35.92437,6
Not One Minute More,Della Reese,spotify:track:1iu7A7vOv1andAcWxcIPPF,0.348,0.467,10,-6.346,1,0.0329,0.835,0.000437,0.124,0.258,122.738,158360,4,29.87601,8
Slaughter On Tenth Avenue,The Ventures,spotify:track:2yS6Vq5ErsiCLKsgTfE7Nv,0.463,0.906,2,-12.467,1,0.0346,0.0371,0.868,0.907,0.897,155.569,137027,4,72.2018,6
Here Comes The Boy,Tracey Dey,spotify:track:7HxJgi0wLX58NrhrcViwjg,0.552,0.823,10,-4.792,1,0.0591,0.646,0.000965,0.0702,0.803,72.671,173053,4,33.9467,9
You Don't Know Me,Ray Charles,spotify:track:6OzS0wbTMo9EepLStp7Xyn,0.325,0.421,8,-9.099,1,0.0407,0.735,0,0.145,0.249,187.197,234013,3,28.3982,13
Spinning Wheel,"Blood, Sweat & Tears",spotify:track:0spSRHFS4zF4Imvz9sJcfL,0.695,0.503,7,-9.313,1,0.0605,0.315,2.47e-05,0.261,0.542,96.818,247267,4,49.47647,10
Love (Makes the World Go 'round),Paul Anka,spotify:track:4M24a4FcmIkuCGjEZ3MZMN,0.631,0.622,4,-8.441,0,0.0605,0.697,0,0.143,0.889,143.772,146867,4,24.35372,9
The Twist,Chubby Checker,spotify:track:3ohLnESFgYACPMCkoTOzqE,0.533,0.638,4,-7.13,1,0.0341,0.202,0,0.0729,0.937,156.663,153760,4,24.25674,8
Sailor Boy,The Chiffons,spotify:track:0CEIKXrsriBeQWTTE4eJvt,0.446,0.348,7,-6.319,1,0.0287,0.948,1.38e-05,0.145,0.398,113.917,176227,4,44.19346,8
I Do Love You,Billy Stewart,spotify:track:3J0VYipa6lrdBkjLM7j4iI,0.377,0.499,7,-7.646,1,0.0314,0.848,0.000296,0.268,0.446,176.074,177947,4,39.849,7
Lovin' Things,The Grass Roots,spotify:track:0TuKNCKzfswl6lLyeEtDGr,0.531,0.555,1,-12.952,1,0.0471,0.0395,0.616,0.0701,0.833,131.166,156755,4,60.7789,7
His Kiss,Betty Harris,spotify:track:1UMzgGjcCec8QIbA8VuxBB,0.5,0.423,4,-9.411,1,0.0294,0.699,2.15e-06,0.0919,0.598,151.726,175362,3,23.45315,10
Unchained Melody,The Righteous Brothers,spotify:track:1jFhnVoJkcB4lf9tT0rSZS,0.361,0.219,0,-16.553,1,0.0285,0.563,0,0.558,0.26,98.532,216267,3,51.3972,11
I'm A Man,The Spencer Davis Group,spotify:track:1oXq63OUf43LDnNPVtfvX8,0.554,0.859,9,-8.842,1,0.066,0.16,0,0.117,0.686,128.637,171827,4,31.71179,11
I Want To (Do Everything For You),Joe Tex,spotify:track:4vXM6nJT5IgfQa9xKI9Da7,0.477,0.551,2,-11.344,1,0.0914,0.71,0,0.509,0.945,131.938,127823,4,36.33054,6
No Arms Can Ever Hold You,The Bachelors,spotify:track:6P6adjzPbo1Ukb54i9D4rt,0.464,0.576,0,-11.51,0,0.0323,0.471,0,0.256,0.536,108.051,185667,3,29.1232,8
Bring A Little Lovin',Los Bravos,spotify:track:24hTWZvRrl74dwKPzqVNYf,0.601,0.913,1,-4.681,0,0.134,0.00659,0.0125,0.0713,0.91,115.348,141427,4,30.0778,8
A Man Needs A Woman,James Carr,spotify:track:04Hi1j80cnQoTKbOsfIMiP,0.551,0.371,8,-7.771,1,0.0383,0.729,0,0.241,0.435,75.358,169400,3,90.22353,6
Chapel In The Moonlight,The Bachelors,spotify:track:0IR0Gxgnn4zHeNlrqY8iVp,0.375,0.669,0,-7.424,1,0.0435,0.692,0,0.263,0.698,103.769,124333,4,33.81141,6
Malagueña,Connie Francis,spotify:track:7hpa3Bcjt8Or7tC7TtOIcs,0.297,0.433,0,-9.832,1,0.0307,0.616,0.000103,0.755,0.265,135.914,183867,4,33.76421,9
Lookin' For A Love,The Valentinos,spotify:track:2beuPsXFRVeo6zYFoyujfp,0.799,0.762,2,-8.361,0,0.0383,0.353,0,0.117,0.977,135.261,152947,4,35.02804,9
Riverboat,Faron Young,spotify:track:1LXTz7SxX7C7SCoFpz0Tc2,0.651,0.709,4,-8.817,1,0.049,0.491,0,0.099,0.942,90.851,139200,4,17.51767,7
Memphis Soul Stew,King Curtis,spotify:track:6MqfTP3OwngywVTOS5OAFt,0.724,0.601,11,-10.805,0,0.0634,0.259,0.237,0.111,0.886,113.227,179413,4,90.01244,7
Am I That Easy To Forget,Debbie Reynolds,spotify:track:4ZF26vl3FfGPJCHx5KoQed,0.279,0.258,10,-14.398,1,0.0428,0.837,1.63e-06,0.309,0.31,80.901,141840,4,20.62684,7
Exodus,Ferrante & Teicher,spotify:track:7MIzIo0Z9S8zmBiXdGwOeS,0.417,0.222,2,-15.318,0,0.0344,0.991,0.858,0.181,0.147,91.846,190359,4,51.98764,10
James (Hold The Ladder Steady),Sue Thompson,spotify:track:1N58xQLv5FZ6LgEfcxVByP,0.74,0.571,10,-9.961,1,0.0361,0.808,0,0.112,0.962,138.06,135160,4,43.70054,7
"Baby, What's Wrong",Lonnie Mack,spotify:track:2Aqmzxmue7wu0cmzZe7nda,0.358,0.694,0,-8.733,1,0.0415,0.293,0,0.152,0.834,199.893,227693,4,29.01181,14
Ride Away,Roy Orbison,spotify:track:1nxSCulSg5AtmExqgHPPC0,0.52,0.411,9,-12.411,1,0.0315,0.786,0.0012,0.146,0.35,120.29,207573,4,37.54527,9
What Have I Got Of My Own,Trini Lopez,spotify:track:4PBmt6ov8I5cM6qKE5xkSg,0.746,0.663,2,-9.261,0,0.0312,0.0957,2.86e-06,0.0954,0.78,122.107,157613,4,25.31102,8
Farmer John,The Premiers,spotify:track:4J0aAZIzCpgFO9ejrNj6Mb,0.488,0.897,6,-8.933,1,0.0643,0.412,0.145,0.864,0.508,122.745,166859,4,17.07543,5
"Baby, I Love You",Andy Kim,spotify:track:3z2ZSQZXaWAufdyv3xnuLe,0.556,0.722,9,-6.962,1,0.0331,0.485,0.000324,0.142,0.717,109.155,176440,4,36.14311,9
"Lonely Boy, Lonely Guitar",Duane Eddy,spotify:track:1TUgwU1KIVdyCt6V75Rjc8,0.464,0.495,0,-10.107,1,0.1,0.82,0.239,0.103,0.694,176.463,138707,3,23.7195,7
A Thousand Shadows,The Seeds,spotify:track:49wmhN7AAF7acdnDYlN8dj,0.515,0.6,9,-10.669,0,0.035,0.602,0,0.162,0.577,140.271,152227,4,23.6253,8
Zip Code,The Five Americans,spotify:track:7hTW791CEdFSlw2wouCVYP,0.393,0.594,9,-5.986,1,0.0267,0.0394,0,0.0479,0.927,139.535,175040,4,40.89166,7
I'll Bet You,Funkadelic,spotify:track:5y1Cy3mjj9Fd7NO93V75WX,0.567,0.731,10,-10.823,0,0.0428,0.19,0,0.154,0.649,91.404,239720,4,33.91832,10
"Softly, As I Leave You",Frank Sinatra,spotify:track:5L1DIODUFYbObdwx7AJnZM,0.277,0.34,4,-13.868,1,0.0314,0.656,0,0.364,0.342,80.587,171707,4,50.1304,10
"Help Me, Rhonda",The Beach Boys,spotify:track:3haZcHm3HydDVxm3je3Zmg,0.544,0.748,1,-6.243,1,0.0298,0.311,0.000716,0.0633,0.825,139.739,168240,4,28.88922,12
Walk On By,Leroy Van Dyke,spotify:track:1Y6THdMlU9Cr4lgnUAR09L,0.58,0.452,10,-11.158,1,0.0364,0.795,1.13e-05,0.186,0.949,132.607,144200,4,45.71401,7
Punish Her,Bobby Vee,spotify:track:4NN3TFbwguBZAbQ1N2Kk2z,0.338,0.474,9,-11.337,1,0.0693,0.819,0,0.103,0.688,163.464,117467,4,41.55252,5
By The Time I Get To Phoenix,Isaac Hayes,spotify:track:1S73njkLJ5orszfbNeqDQs,0.398,0.261,8,-13.547,1,0.0451,0.215,8.32e-05,0.13,0.069,146.594,1124153,4,21.5263,35
You're The Reason I'm Living,Bobby Darin,spotify:track:1r3HrhoBpczK4UryeoK1mO,0.43,0.204,2,-12.807,1,0.031,0.77,0,0.252,0.408,75.058,146533,4,59.14387,7
Lumberjack,Brook Benton,spotify:track:7HiSHQ6K5KqV31p8YMraBd,0.653,0.255,4,-21.061,1,0.0359,0.654,2.31e-06,0.275,0.757,104.098,139440,4,22.43673,9
Princess In Rags,Gene Pitney,spotify:track:0c9ckWyi7iwVCieZy7jixX,0.734,0.496,0,-7.441,1,0.0341,0.691,1.99e-06,0.136,0.733,117.31,161987,4,30.2803,9
Little Arrows,Leapy Lee,spotify:track:6thVOj1grfYYEvru4PSP2J,0.651,0.674,11,-8.56,1,0.0386,0.627,0,0.188,0.937,104.065,163840,4,29.43638,8
Life,Sly & The Family Stone,spotify:track:5Urq07KXG79DCGsEFRulmp,0.692,0.641,0,-9.621,1,0.0603,0.265,0.000473,0.0642,0.848,121.276,180933,4,19.1357,10
Any Day Now (My Wild Beautiful Bird),Chuck Jackson,spotify:track:5M7qj3MkvGK36ZAPP89euN,0.763,0.478,0,-13.924,1,0.0312,0.569,2.79e-06,0.522,0.76,107.979,201467,4,41.02391,9
The Loneliest Night,Dale & Grace,spotify:track:0IenVuQhHGEXycoBh1TQZz,0.35,0.321,10,-8.782,1,0.03,0.748,0,0.0964,0.516,76.464,141080,4,37.69886,5
On A Saturday Night,Eddie Floyd,spotify:track:6IcU1BradM1l3E3IdCWSlA,0.781,0.739,6,-8.157,0,0.116,0.269,0.0198,0.142,0.826,103.038,162906,4,40.41973,6
Don't Be Cruel,Barbara Lynn,spotify:track:585ZObjzGQuYHXcaLL1GGl,0.799,0.557,6,-8.364,0,0.0381,0.763,1.35e-05,0.406,0.771,114.597,158600,4,34.52956,8
Let There Be Drums,Sandy Nelson,spotify:track:0nf1kn9Nt1WeQyOinNadKz,0.594,0.819,1,-11.067,1,0.0378,0.0907,0.845,0.0613,0.661,101.29,138667,4,34.52485,10
Dreamy Eyes,Johnny Tillotson,spotify:track:1nzSlIXqHVFN5779epOolr,0.416,0.43,4,-9.929,1,0.0334,0.824,0,0.115,0.556,123.876,144093,3,110.35531,4
San Francisco Girls (Return of the Native),Fever Tree,spotify:track:4x4Kr9zOCzs8DFI5PXPfOO,0.188,0.516,2,-9.793,1,0.032,0.452,0.799,0.451,0.501,77.898,252200,4,46.01402,8
Please Don't Ever Leave Me,The Cyrkle,spotify:track:6ePHOwkfopJ5DbkjnJ8UBl,0.516,0.336,7,-12.697,1,0.0295,0.103,0.00123,0.727,0.708,131.575,117973,4,57.35701,5
Please Don't Ask About Barbara,Bobby Vee,spotify:track:1nL8geqtGBTM1u9FVNxP4A,0.515,0.342,3,-10.801,1,0.0265,0.538,5.68e-05,0.355,0.68,92.383,124800,4,38.06163,6
Surfin' U.S.A.,The Beach Boys,spotify:track:0wz1LjDb9ZNEYwOmDJ3Q4b,0.55,0.854,3,-5.968,1,0.036,0.661,0,0.112,0.965,159.231,149373,4,38.3035,8
Shake! Shake! Shake!,Jackie Wilson,spotify:track:5p2kF5o1t88QHTy1NdjDeA,0.524,0.741,8,-7.224,1,0.0562,0.369,2.84e-06,0.302,0.96,100.969,128642,4,25.27479,7
Nobody But You Babe,Clarence Reid,spotify:track:0LTqGc7UqoOEfyrBrffixC,0.671,0.573,10,-8.574,1,0.0425,0.4,9.99e-06,0.0671,0.944,94.752,169560,4,35.94252,10
Changes,Crispian St. Peters,spotify:track:7rh95hfK1OEgDL6gD3nqVw,0.531,0.641,2,-8.851,1,0.0313,0.193,0,0.25,0.768,127.68,163840,4,56.01104,8
Batman & His Grandmother,Dickie Goodman,spotify:track:3H10ZvoLhe5sHpTu3slqlr,0.489,0.786,11,-5.172,0,0.361,0.816,0,0.38,0.619,66.588,162373,3,47.83135,7
It's Nice To Be With You,The Monkees,spotify:track:7nN8COgR76WMRhJro3T0nk,0.538,0.459,2,-8.992,1,0.0268,0.535,0.000868,0.149,0.485,101.384,172853,4,29.19968,11
