Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
The One Thing,INXS,spotify:track:20CvyqKfRsnFVChsAKYA9f,0.449,0.942,9,-4.23,1,0.108,0.0493,0.00565,0.273,0.356,137.557,205427,4,42.66277,11
The Wild Boys,Duran Duran,spotify:track:23M7cQkNJLiddeubvVgaQl,0.741,0.838,11,-7.622,0,0.0637,0.407,0,0.138,0.586,115.689,257600,4,46.34545,11
Ooh Ooh Song,Pat Benatar,spotify:track:451AtTeM7b3piMwVroQN70,0.363,0.715,5,-14.382,1,0.0371,0.0346,0.199,0.166,0.917,114.879,248373,4,114.93523,8
Let Me Tickle Your Fancy,Jermaine Jackson,spotify:track:4WbumVCuNi2Uvv2IfkmXW7,0.966,0.63,1,-13.942,0,0.058,0.0328,3.28e-06,0.0832,0.967,126.522,229093,4,47.64518,10
Starting Over Again,Dolly Parton,spotify:track:3IdA23oYoX5zI7JGK8hV6P,0.447,0.171,10,-12.771,1,0.0322,0.808,4.81e-05,0.12,0.294,137.141,238200,4,38.63688,10
Walking In L.a.,Missing Persons,spotify:track:6LgG7yvuD791JlfCMaioPS,0.71,0.773,0,-10.803,1,0.0318,0.136,2.49e-05,0.265,0.961,138.55,240533,4,29.14428,15
Valotte,Julian Lennon,spotify:track:6lTaVAtnxa69VgRwxOcMsJ,0.571,0.512,0,-9.73,1,0.0259,0.238,0.0773,0.0998,0.188,72.17,257040,4,22.98943,12
Rumors,Timex Social Club,spotify:track:4yCmtYi6veZS3FcH9lp4O7,0.873,0.754,8,-6.286,1,0.0496,0.0377,0,0.053,0.556,106.33,288554,4,31.71657,12
If I Could Turn Back Time,Cher,spotify:track:6mYrhCAGWzTdF8QnKuchXM,0.658,0.575,11,-10.365,1,0.0267,0.243,0,0.122,0.504,108.329,239827,4,26.82945,12
"Theme From ""Greatest American Hero"" (Believe It or Not)",Joey Scarbury,spotify:track:375ntCG12wzCyfzclwYFwG,0.521,0.743,2,-5.903,1,0.0338,0.249,0,0.096,0.451,117.129,195293,4,51.386,7
Guitar Man,Elvis Presley,spotify:track:5blcqgpsuKhm0WQwMsmywj,0.435,0.828,0,-8.764,1,0.101,0.31,4.07e-05,0.667,0.743,116.141,206373,4,41.50108,8
Daydream Believer,Anne Murray,spotify:track:6qnPCgHTRisbxBT19Gw7cN,0.592,0.538,10,-8.292,1,0.0256,0.0171,2.8e-05,0.101,0.579,126.506,149293,4,35.8493,7
Fool Moon Fire,Walter Egan,spotify:track:5YAumih3F3QwUpJEgSLNFL,0.513,0.896,2,-4.998,1,0.0892,0.179,0.0107,0.666,0.613,141.928,211327,4,42.85077,11
Dance,Ratt,spotify:track:4kdy7pEmy9rvSUjTt5wFhV,0.559,0.903,8,-9.5,1,0.0467,0.00151,0.0163,0.138,0.741,128.946,261387,4,30.82336,11
Big Fun,Kool & The Gang,spotify:track:7ogYWH2MpXTdX6KRlwH6gv,0.886,0.628,6,-11.841,0,0.0389,0.204,0.00326,0.289,0.977,117.1,230827,4,51.82791,10
Fade Away,Bruce Springsteen,spotify:track:1nnhJRPj841KPX46NapQy0,0.562,0.506,2,-9.148,1,0.0257,0.0191,2.31e-06,0.33,0.715,105.745,281360,4,46.60538,11
The Beach Boys Medley,The Beach Boys,spotify:track:4NgG8IBOpwoAjVy6HgIbGf,0.363,0.647,11,-14.457,0,0.267,0.000336,0.00118,0.265,0.628,157.46,231486,4,144.96506,5
Cover Girl,New Kids On The Block,spotify:track:6CCYX0JVy5qYqUvWpCvHXh,0.721,0.765,6,-13.036,1,0.0345,0.0344,2.83e-06,0.322,0.948,119.948,241840,4,50.45903,12
You Don't Want Me Anymore,Steel Breeze,spotify:track:0CzCmJ1gQO25qqSLlkf1ut,0.531,0.6,4,-12.08,1,0.0447,0.232,6.84e-06,0.615,0.66,144.231,207240,4,29.9475,8
Club Michelle,Eddie Money,spotify:track:2W8cfF08zbVmjdu1dZjkDQ,0.598,0.779,6,-7.735,0,0.0299,0.000625,0.000728,0.281,0.721,153.623,244960,4,30.38744,12
Deep River Woman,Lionel Richie,spotify:track:73z7dVlNW3v4YrIoMnEHEs,0.604,0.49,1,-8.559,1,0.0296,0.603,1.04e-05,0.104,0.367,142.343,249720,4,34.38365,10
Giving Up On Love,Rick Astley,spotify:track:55O2yCgCC4ZX0TE2vdWELj,0.687,0.707,7,-13.064,1,0.0547,0.0338,0.000271,0.0891,0.861,110.059,243800,4,34.7241,14
Serious Kinda Girl,Christopher Max,spotify:track:2Y3299bX3dNCgtsXv2DZ67,0.77,0.596,7,-12.194,1,0.0527,0.0122,0.00311,0.0483,0.93,112.107,281800,4,26.62103,11
Next Love,Deniece Williams,spotify:track:70GAjPsFUwdyokfXlJ9eWG,0.816,0.778,10,-8.068,0,0.031,0.00579,0.00171,0.0645,0.957,124.341,350040,4,108.90692,8
"Nobody's Fool (Theme From ""Caddyshack II"")",Kenny Loggins,spotify:track:1sCgHtOZFYWNbZ51xUOQaS,0.674,0.676,5,-10.397,1,0.0367,0.176,0,0.0873,0.561,123.614,257733,4,31.57514,14
Faith,George Michael,spotify:track:0HEmnAUT8PHznIAAmVXqFJ,0.887,0.48,11,-11.994,1,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,193200,4,30.8952,10
If She Knew What She Wants,The Bangles,spotify:track:5b8UrMiKJd25ltc6qBNzrX,0.596,0.699,11,-5.933,1,0.0276,0.232,0,0.208,0.619,120.407,231107,4,53.09703,10
Somebody,Bryan Adams,spotify:track:3KTxIOIZIE7UM6vwCX4Ofv,0.545,0.749,9,-5.485,0,0.0273,0.00245,5.17e-06,0.0516,0.457,97.605,283387,4,33.37022,10
Time Is Time,Andy Gibb,spotify:track:1YnqUpgooPqfhJOcCxORtp,0.358,0.629,2,-5.869,1,0.0306,0.0661,0,0.0812,0.652,206.916,220693,4,37.41355,11
She's A Runner,Billy Squier,spotify:track:39W3SQYsCXHzaA9U3UEMsq,0.281,0.823,7,-5.044,1,0.0509,0.0395,0.0056,0.0812,0.515,209.758,243267,4,23.57348,11
I Could Never Miss You (More Than I Do),Lulu,spotify:track:6M3tYsgaGfs5UxXNyi6Elg,0.698,0.503,5,-9.498,0,0.0501,0.0532,0,0.25,0.657,107.802,188387,4,33.89894,10
Party All The Time,Eddie Murphy,spotify:track:6N5DRCQUSXT1qQqmqsO92B,0.699,0.696,11,-13.045,1,0.0458,0.0098,0.000345,0.0427,0.673,135.027,253293,4,47.78978,12
Any Day Now,Ronnie Milsap,spotify:track:30upl1YT1suEgSDpIopSky,0.696,0.532,5,-9.705,1,0.0237,0.148,0.00246,0.0842,0.624,103.359,222400,4,26.57936,12
Play The Game,Queen,spotify:track:4b0mX1GtrQLiUW9jpb6Xcx,0.382,0.698,5,-5.772,1,0.0321,0.337,0,0.126,0.277,78.5,212533,4,65.68711,5
Danger Zone,Kenny Loggins,spotify:track:34x6hEJgGAOQvmlMql5Ige,0.544,0.897,3,-6.056,0,0.0471,0.241,0,0.13,0.647,157.17,215133,4,29.33803,11
I Can't Let Go,Linda Ronstadt,spotify:track:0rOwJQltTb7QrcW36nphAN,0.489,0.763,0,-7.361,1,0.0492,0.00591,1.22e-06,0.99,0.323,115.844,183947,4,45.93219,9
Heaven Knows,When In Rome,spotify:track:1CS1uStCJCkWuAdDuauAxA,0.689,0.793,5,-10.562,1,0.0363,0.042,0.0062,0.302,0.911,119.873,236733,4,36.4512,11
Right The First Time,Gamma,spotify:track:79lDwxky82NLcqLGxHIag7,0.632,0.653,9,-6.164,1,0.0291,0.0142,4.61e-06,0.133,0.86,137.207,227587,4,39.6895,10
Destination Unknown,Missing Persons,spotify:track:0QyMDyosGai50pjaFbC1NO,0.698,0.53,5,-14.035,1,0.0491,0.0173,0.0254,0.0632,0.272,120.735,216840,4,25.1875,8
(You're My One And Only) True Love,Seduction,spotify:track:1YfNts4JnobNtEmK8O6Dx4,0.616,0.912,10,-4.069,0,0.0345,0.0287,8.77e-05,0.0681,0.927,104.415,276850,4,19.84039,10
Think Of Laura,Christopher Cross,spotify:track:5jLq63jMFWg0dKHnht6YI0,0.645,0.211,11,-12.73,1,0.0257,0.822,9.19e-06,0.138,0.174,86.121,206640,4,30.2379,9
Personally,Karla Bonoff,spotify:track:3sgT82L2JLu7LUlwr9MfrK,0.746,0.461,11,-10.229,1,0.0334,0.694,2.74e-05,0.156,0.694,104.1,216200,4,42.44365,10
Poison,Alice Cooper,spotify:track:5XcZRgJv3zMhTqCyESjQrF,0.28,0.908,2,-5.509,0,0.109,0.0327,8.85e-06,0.18,0.26,118.698,270080,4,36.90502,10
Cuts Like A Knife,Bryan Adams,spotify:track:5oZ2YnJxTXl7CdJJKehPHR,0.469,0.464,7,-17.281,1,0.0263,0.0179,2.87e-06,0.577,0.601,95.921,319800,4,113.94256,8
Girlfriend,Bobby Brown,spotify:track:17CdWjw8yiJrv9q5LOOCcv,0.656,0.421,2,-12.564,1,0.0261,0.201,0,0.197,0.478,100.539,376360,3,70.94477,13
The Good Lord Loves You,Neil Diamond,spotify:track:2PF58xsYmVCYgREg4CUXbg,0.323,0.326,4,-14.609,1,0.0312,0.207,0,0.0788,0.175,176.378,282600,4,23.51368,11
High On Emotion,Chris de Burgh,spotify:track:4ZlkGn7FROTAdRlXcDPevH,0.603,0.625,10,-10.769,1,0.0235,0.0261,0.000392,0.266,0.587,99.402,265800,4,69.6332,9
Love Of The Common People,Paul Young,spotify:track:6cARFkZxx2JR3JlvDzeLZc,0.744,0.609,9,-11.202,1,0.0758,0.0883,0,0.0599,0.893,90.723,220733,4,21.60302,12
I Want It All,Queen,spotify:track:4DtB1PJsbl4KAb2rZVNCUL,0.414,0.842,11,-5.698,0,0.0483,0.025,2.45e-06,0.374,0.392,92.09,242093,4,46.12363,10
Your Love Is King,Sade,spotify:track:2DcSehEocZhDogCJKCnXb3,0.742,0.422,9,-6.797,1,0.0309,0.559,4.14e-05,0.0402,0.592,134.624,219427,3,35.96118,12
Beechwood 4-5789,Carpenters,spotify:track:5JUbG6t4aLLWEgD15jeVaJ,0.776,0.517,0,-11.437,1,0.0515,0.161,6.09e-05,0.0622,0.962,139.439,186267,4,29.57621,13
Everybody Wants You,Billy Squier,spotify:track:2Z9B8sd6HgEfCWqvOfhFD0,0.529,0.906,7,-6.116,1,0.0517,0.105,3.78e-05,0.0757,0.965,131.847,228147,4,41.23286,10
Our House,Madness,spotify:track:1qV6e4ITnfGmA6m6Vklvbi,0.601,0.649,7,-10.57,1,0.0554,0.0285,7.71e-05,0.127,0.708,121.66,201133,4,21.75656,10
Lost In You,Rod Stewart,spotify:track:0RBqiot4WkkT43A3ATFniq,0.597,0.528,7,-16.176,0,0.0408,0.0128,0.00135,0.0788,0.442,118.555,302000,4,32.56504,15
I'm Gonna Tear Your Playhouse Down,Paul Young,spotify:track:2Vr494fU9q4ihTcXW8KDlN,0.662,0.869,7,-7.753,0,0.0531,0.157,0.0472,0.68,0.801,112.297,286173,4,57.4945,13
When It's Love,Van Halen,spotify:track:7gG1RvwQRrofiL3tvq8pBI,0.563,0.623,2,-12.327,1,0.0252,0.0494,0.000159,0.184,0.393,99.34,337907,4,38.26059,15
Talking Out Of Turn,The Moody Blues,spotify:track:2XcqVRhBgGAG5OqW2Q0zro,0.475,0.707,6,-7.698,1,0.0352,0.199,0.261,0.149,0.641,76.799,439667,4,19.15928,14
Rock And Roll Dreams Come Through,Jim Steinman,spotify:track:5Y7JlzuX1CtyEl8qf58qeU,0.628,0.637,0,-13.175,1,0.0294,0.151,0.00109,0.262,0.755,110.447,387267,4,42.0234,18
Bop,Dan Seals,spotify:track:0VWPd2zYt1430jL6XtUjep,0.805,0.575,1,-11.882,1,0.0304,0.346,0,0.109,0.975,123.203,226267,4,55.32451,11
Jammin' Me,Tom Petty And The Heartbreakers,spotify:track:2AFJkvRUFVx0MccykGaHV2,0.689,0.732,9,-11.391,1,0.0294,0.0325,4.08e-05,0.303,0.938,123.479,249093,4,49.02731,12
Deep Inside My Heart,Randy Meisner,spotify:track:1b5Y0L4Hid6s8HDsNiiwS9,0.634,0.506,2,-15.088,1,0.0272,0.0172,3.15e-06,0.0752,0.775,130.16,209320,4,45.92773,10
China Girl,David Bowie,spotify:track:5Ei9o2fHEnfHb84YrPuz4v,0.651,0.699,4,-7.867,0,0.0277,0.039,0.0659,0.124,0.832,133.793,333817,4,43.63638,12
Juicy Fruit,Mtume,spotify:track:2hn1lerQkPC6fOI0QFjr8r,0.88,0.527,4,-8.122,1,0.133,0.15,0.0447,0.0288,0.789,96.863,272400,4,23.15169,14
Come Home With Me Baby,Dead Or Alive,spotify:track:4cswTGqcBKU6t0JF3kxuTL,0.716,0.956,10,-4.974,0,0.104,0.0316,5.96e-06,0.881,0.765,120.643,230773,4,35.66095,9
Fashion,David Bowie,spotify:track:1MMYuuvnD3O9Sn90gDabv9,0.855,0.723,0,-9.508,1,0.0378,0.549,0.144,0.083,0.962,109.235,290480,4,32.21126,13
When The Lady Smiles,Golden Earring,spotify:track:6RGmi17H0xpHb7hpMxFwip,0.704,0.816,11,-7.121,1,0.0309,0.438,0.00891,0.354,0.83,131.577,340027,4,57.23891,15
My Prerogative,Bobby Brown,spotify:track:0v9kGNjkKdQUdDoBIuiph4,0.753,0.62,9,-10.544,1,0.0524,0.0657,0,0.27,0.676,110.172,291560,4,37.9463,9
When I'm Holding You Tight,Michael Stanley Band,spotify:track:0dTKLrt4tcUllWHCMr23ir,0.62,0.882,4,-6.824,1,0.042,0.0387,0.00385,0.0787,0.833,138.033,249693,4,50.31968,9
The Closer You Get,Alabama,spotify:track:6CG3BXccaxPwFwymSSJBNy,0.756,0.417,7,-14.943,1,0.0309,0.178,1.8e-06,0.123,0.831,113.996,271867,4,44.49065,15
Making Love Out Of Nothing At All,Air Supply,spotify:track:01MXkFA8sL7at6txavDErt,0.388,0.72,7,-5.541,1,0.033,0.202,0.000288,0.283,0.554,141.283,341747,4,45.99484,16
Burning Down The House,Talking Heads,spotify:track:2VNfJpwdEQBLyXajaa6LWT,0.779,0.87,5,-13.141,0,0.0574,0.00644,0.0107,0.0399,0.555,102.689,241920,4,48.78729,11
We Should Be Sleeping,Eddie Money,spotify:track:5SiBwhJY4PDLekb0HDlygl,0.559,0.719,9,-10.685,1,0.0548,0.00208,0,0.539,0.67,117.044,235640,4,50.54071,12
Like Flames,Berlin,spotify:track:7jWeiuBqn3xUoqzyT1Ht7J,0.551,0.664,11,-11.786,1,0.0387,0.000561,1.52e-05,0.103,0.502,125.221,307107,4,35.92749,14
If You Don't Know Me By Now,Simply Red,spotify:track:7DFawVSjI88xR9mjnWwURg,0.638,0.352,10,-9.266,1,0.0268,0.492,0,0.105,0.204,94.173,204000,3,29.70089,10
Romancing The Stone,Eddy Grant,spotify:track:1XWIHxBmyiQ4kii2DAsZJz,0.62,0.714,6,-9.634,0,0.0588,0.0118,0.274,0.133,0.939,72.87,287853,4,94.81227,10
Coming Around Again,Carly Simon,spotify:track:58Ga5VQlZMnCUV6ZRqf76k,0.631,0.363,5,-14.331,1,0.0336,0.632,4.64e-05,0.084,0.266,138.367,219160,4,43.23499,11
"Man Size Love (From ""Running Scared"")",Klymaxx,spotify:track:3TyhfD8fjfkzg9ujAM9qPO,0.82,0.856,11,-5.574,0,0.0425,0.183,3.04e-06,0.0388,0.879,123.006,254533,4,45.29296,13
Refugee,Tom Petty And The Heartbreakers,spotify:track:4mcZYzoGwPRDdhWVlygiHf,0.579,0.705,6,-4.911,0,0.0339,0.0273,0,0.0704,0.761,116.172,201693,4,34.71483,11
All She Wants Is,Duran Duran,spotify:track:5Esa0Z29g7NbVw3kPDoWYV,0.623,0.668,2,-12.88,1,0.0421,0.000435,0.0326,0.237,0.728,120.011,274627,4,29.57004,9
Blue Eyes,Elton John,spotify:track:4PFhHd7DsNg0ke9Nmlxms5,0.518,0.229,7,-17.18,0,0.027,0.575,0.00363,0.123,0.159,106.665,206267,3,41.40092,10
The Woman In Me,Donna Summer,spotify:track:1us6rhbK0n0V5EU8aqqauF,0.572,0.492,6,-10.103,0,0.0363,0.41,3.88e-06,0.105,0.355,81.019,235773,4,60.51076,11
What's Too Much,Smokey Robinson,spotify:track:6LH38mCJXPW2AFkLqAA1i0,0.813,0.342,8,-16.599,0,0.051,0.236,0,0.0495,0.93,137.74,263200,4,22.04265,12
Is This Love,Whitesnake,spotify:track:0IhUdJRoolbYeEMPL59XPm,0.263,0.759,0,-7.288,1,0.0431,0.0555,0,0.231,0.429,179.904,284496,4,34.35584,10
I'm Not Perfect (But I'm Perfect For You),Grace Jones,spotify:track:1NN9UaLVAKq4ADId81JgUK,0.727,0.839,10,-8.145,0,0.0337,0.0694,0.00268,0.111,0.737,108.964,238373,4,58.34275,10
White Wedding,Billy Idol,spotify:track:1gzIbdFnGJ226LTl0Cn2SX,0.673,0.814,9,-5.411,1,0.0367,0.0133,0.00293,0.343,0.728,147.193,252200,4,25.79702,13
Sugar Free,Wa Wa Nee,spotify:track:0N8vFadYOBnV6weulTsgmS,0.665,0.654,0,-11.204,1,0.0302,0.0106,0,0.0674,0.914,117.867,216000,4,32.83981,9
Some Days Are Diamonds (Some Days Are Stone),John Denver,spotify:track:2egOALV9p8YIu1Lsu45SpQ,0.622,0.383,2,-11.868,1,0.0289,0.306,8.6e-06,0.0529,0.481,103.877,239387,4,41.25178,10
Blue Jean,David Bowie,spotify:track:5vrMM7hAZPQx9955euW6Jb,0.559,0.849,2,-6.39,1,0.0308,0.0401,0.33,0.131,0.822,124.608,191907,4,26.599,9
The War Song,Culture Club,spotify:track:1UjdzJkBwidn55CUo5TB1O,0.811,0.76,0,-6.685,1,0.0389,0.225,0,0.0527,0.913,117.14,253987,4,24.5279,11
Ships,Barry Manilow,spotify:track:6lOF261K1uiPZgKtureE90,0.288,0.356,1,-8.264,1,0.0309,0.719,0,0.128,0.107,125.928,248733,4,32.07377,10
Celebration,Kool & The Gang,spotify:track:3K7Q9PHUWPTaknlbFPThn2,0.885,0.664,1,-11.806,1,0.0527,0.146,0.0506,0.0767,0.901,121.633,298867,4,33.69688,15
Time Out Of Mind,Steely Dan,spotify:track:2SkcfuzAoyrBWkdbxn7Lu1,0.898,0.463,2,-10.777,1,0.0588,0.148,0.0166,0.0383,0.952,124.396,252413,4,41.17518,11
'65 Love Affair,Paul Davis,spotify:track:5nBp8F6tekSrnFg8G2Pvug,0.647,0.686,2,-4.247,0,0.0274,0.432,6.19e-06,0.133,0.952,155.697,219813,4,26.90576,13
Hearts,Marty Balin,spotify:track:150LOyOS0ISsZ9IcwPf6iT,0.719,0.551,0,-9.124,1,0.0324,0.529,9.05e-06,0.139,0.829,123.444,258773,4,34.24938,9
I Knew You When,Linda Ronstadt,spotify:track:4a2whjG0D7bAC2vMwK3f21,0.593,0.409,5,-7.409,0,0.025,0.476,0.00352,0.227,0.388,99.024,174893,3,24.75461,10
Fly Away,Blackfoot,spotify:track:5TN7RTbTATxPfhQLsZv92R,0.558,0.781,0,-8.799,1,0.0543,0.113,0,0.535,0.806,135.018,177827,4,22.79479,7
Rock Of Life,Rick Springfield,spotify:track:73hyTd7EOZHnxDNjCFUVav,0.506,0.7,2,-5.503,0,0.0648,0.107,0,0.0377,0.669,164.192,232013,4,16.52941,9
Jam Tonight,Freddie Jackson,spotify:track:5YW9gEJbEdAYNM3IeWtduo,0.771,0.318,5,-13.922,0,0.0365,0.222,0,0.103,0.789,111.507,272600,4,55.08258,13
Sweet Dreams,Air Supply,spotify:track:3sVAq83i04vSLVRNXWKfMO,0.379,0.466,2,-6.856,0,0.0308,0.392,1.52e-06,0.241,0.327,126.223,236787,4,23.94848,15
What's Love Got To Do With It,Tina Turner,spotify:track:4kOfxxnW1ukZdsNbCKY9br,0.851,0.406,1,-11.631,1,0.0661,0.219,6.41e-06,0.0853,0.792,97.84,226880,4,38.47106,13
Wrap It Up,The Fabulous Thunderbirds,spotify:track:5dK6iw7TomKeooRXgNGAMM,0.677,0.748,8,-9.409,1,0.0707,0.164,0.00014,0.0956,0.866,120.846,162333,4,56.16764,8
Hold Tight,Change,spotify:track:3HmU74RIPV2LgkjJUeU7Cd,0.767,0.79,5,-5.495,0,0.0846,0.257,1.01e-06,0.152,0.876,115.03,268653,5,23.31898,14
The One I Love,R.E.M.,spotify:track:0S6DIT8OSLaaDUEE9BqvPT,0.514,0.712,2,-10.121,1,0.0296,0.000516,2.98e-06,0.151,0.725,127.735,196453,4,31.14384,11
One,Metallica,spotify:track:0LAcM6I7ijW4VVW0aytl1t,0.438,0.687,7,-9.15,1,0.0619,0.000668,0.0801,0.42,0.426,103.01,446146,3,53.98649,18
Looking For A New Love,Jody Watley,spotify:track:7BeV8s7R68eqPelMmvp5tu,0.905,0.604,4,-7.433,0,0.0413,0.149,9.24e-05,0.0523,0.899,109.196,242400,4,36.07473,11
Hurry Up And Wait,The Isley Brothers,spotify:track:4kckVBE2xGdfWR77Q3eYl0,0.918,0.758,11,-7.102,0,0.0775,0.7,0.00851,0.122,0.977,123.385,234413,4,55.49665,10
Stranger In My Home Town,Foghat,spotify:track:2dfmQ9f5RUCVNN0iJylblw,0.695,0.94,2,-5.262,0,0.0419,0.0777,3.5e-05,0.303,0.846,133.554,264067,4,64.80079,13
Fading Away,Will To Power,spotify:track:1dThcjprzvo7LGEf4x7UB7,0.798,0.662,7,-9.045,1,0.0347,0.00453,0.0284,0.296,0.84,122.842,239933,4,63.15887,9
"My, Oh My",Slade,spotify:track:7JuUxcg1Xci0xHAVzZIjdG,0.439,0.63,0,-7.108,1,0.0289,0.00573,0,0.14,0.376,137.242,252160,4,50.26556,8
(There's) No Gettin' Over Me,Ronnie Milsap,spotify:track:2bRnP6FjtlASGsDtcgRVuI,0.595,0.447,1,-10.342,0,0.0323,0.627,0.000586,0.3,0.787,200.528,199680,4,33.37782,12
Over My Head,Toni Basil,spotify:track:7mw76VkR9iUDHyzld8ZLa3,0.756,0.707,4,-6.943,0,0.0342,0.0426,0.000292,0.21,0.442,126.384,200586,4,49.12206,10
Memory,Barry Manilow,spotify:track:3BKgKo6yH6fyRwKPGLddc4,0.277,0.289,6,-11.804,0,0.0267,0.357,1.75e-06,0.141,0.0559,81.949,297787,3,29.00536,13
Lost In Love,Air Supply,spotify:track:6MfVSA5iKBPHzo6RGARjL0,0.583,0.316,7,-19.292,1,0.0315,0.425,5.67e-05,0.11,0.436,114.36,233867,4,30.30179,12
"Mirror, Mirror",Diana Ross,spotify:track:5E7suGUJJwsAmUMEfRdCr6,0.742,0.739,7,-5.797,0,0.0378,0.219,0.00522,0.787,0.958,103.883,367373,4,65.48418,15
Crazy,The Manhattans,spotify:track:3TFOWJpcPUaKmVfRXM3uoK,0.847,0.487,8,-12.124,0,0.064,0.0776,6.66e-05,0.342,0.898,110.966,295240,4,23.3246,15
Savin' Myself,Eria Fachin,spotify:track:0akxjbTfOeUjdT9FLDZvhY,0.767,0.779,5,-5.104,1,0.0318,0.0631,3.73e-05,0.195,0.89,135.032,213410,4,39.59057,8
Where Does The Lovin' Go,David Gates,spotify:track:0FIWbmMoNPBCRHpp9e9lNz,0.465,0.324,4,-13.774,1,0.0286,0.0424,0,0.137,0.358,85.456,187280,4,35.15211,8
Survive,Jimmy Buffett,spotify:track:6Jhcs3Tm8Tgg39ooFTXW0c,0.455,0.13,0,-16.808,1,0.0318,0.399,1.05e-05,0.103,0.367,141.929,291400,4,26.37182,12
Silent Morning,Noel,spotify:track:21brTVDh5Y3B3mA4z5yyaU,0.744,0.815,11,-10.885,0,0.0378,0.0418,0.000942,0.0326,0.934,116.05,264467,4,68.37511,10
Brass Monkey,Beastie Boys,spotify:track:2tY1gxCKslfXLFpFofYmJQ,0.914,0.586,6,-8.435,0,0.33,0.00203,1.58e-06,0.0992,0.655,116.371,157440,4,60.55455,6
Lay Your Hands On Me,Thompson Twins,spotify:track:2bfXIY8f38PYFStQRDVEPS,0.786,0.701,7,-11.938,1,0.033,0.117,5.5e-05,0.211,0.841,102.838,313107,4,92.12513,13
She's Tight,Cheap Trick,spotify:track:6guQQe1dKmlhkW49saWzuk,0.421,0.785,4,-8.785,1,0.054,0.202,1.25e-05,0.166,0.849,155.597,178107,4,37.09853,10
We Built This City,Starship,spotify:track:6OnfBiiSc9RGKiBKKtZXgQ,0.661,0.908,5,-4.897,1,0.039,0.052,0,0.0708,0.656,144.091,296080,4,33.33526,11
Forever,Little Steven,spotify:track:0Ad7AOcXTLs2W18ZHhTkjC,0.38,0.77,3,-12.067,1,0.0386,0.131,0.147,0.298,0.849,122.167,235840,4,33.02898,10
Stop This Game,Cheap Trick,spotify:track:4NHySrRExaC4eEIBWPp2Th,0.489,0.544,4,-10.412,1,0.0391,0.00226,4.54e-06,0.0741,0.342,139.13,236507,4,16.23803,9
Are You Getting Enough Happiness,Hot Chocolate,spotify:track:4rE09VUFLmK4WyyuznpBeZ,0.95,0.446,4,-9.659,1,0.05,0.204,0.00238,0.0819,0.948,117.426,352533,4,29.59906,19
It's A Hard Life,Queen,spotify:track:5PTvZMe9mIL0GrRvPBRu6S,0.426,0.599,3,-6.203,1,0.029,0.427,0,0.152,0.292,82.31,246973,4,31.20635,10
I Like It,Debarge,spotify:track:1c5KZhtOAOH7eFOlBekNhS,0.675,0.733,9,-4.5,1,0.0443,0.446,1.8e-05,0.201,0.83,175.011,279400,4,46.88393,11
You Could Take My Heart Away,Silver Condor,spotify:track:2oMBNCnB3BGKZjfN8HqR5Z,0.595,0.554,2,-10.167,1,0.0314,0.261,0,0.124,0.883,118.849,170600,4,61.13903,7
