Track,Artist,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections
Livin' On A Prayer,Bon Jovi,spotify:track:37ZJ0p5Jm13JPevGcx4SkF,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,249293,4,45.97189,11
INTRO,DaBaby,spotify:track:77KMttn3Lic7ZQKDlPqp8v,0.862,0.685,0,-7.699,0,0.242,0.0342,0,0.204,0.672,100.024,172800,4,53.03747,8
Nothing,The Script,spotify:track:0c3yfC8zMRJGvmqphczhZb,0.473,0.833,2,-5.013,1,0.039,0.00369,0,0.118,0.503,157.012,272213,4,36.87867,11
OTW,"Khalid, Ty Dolla $ign & 6LACK",spotify:track:6Hgh47WXVKtXN5zGOu0hjI,0.652,0.678,2,-6.183,1,0.0541,0.183,3.26e-05,0.106,0.28,72.989,263014,4,67.42753,13
Racks,YC Featuring Future,spotify:track:1XWcdNQvGrX32fH09CwuWI,0.82,0.599,10,-9.796,0,0.141,0.226,0.0489,0.105,0.356,137.022,265038,4,85.90542,11
Say Something,Timbaland Featuring Drake,spotify:track:7qje9qxLncMESiPeI27SAn,0.555,0.713,11,-4.549,1,0.0911,0.0845,0,0.712,0.725,79.934,240920,4,45.58698,13
Litty,Meek Mill Featuring Tory Lanez,spotify:track:5J5PXmMdQ2nh1lZOal8KmK,0.592,0.701,10,-4.014,0,0.0858,0.0451,0,0.327,0.282,129.501,280615,4,46.22037,13
Backseat,New Boyz Featuring The Cataracs & Dev,spotify:track:4dWjQ3wEfW6KPaaxCoaPH4,0.595,0.923,7,-3.449,1,0.144,0.0693,0,0.505,0.782,125.029,224093,4,19.39248,13
Wicked Games,The Weeknd,spotify:track:6VwBbL8CzPiC4QV66ay7oR,0.658,0.591,9,-5.197,1,0.0309,0.00959,5.27e-06,0.325,0.326,114.078,323747,4,33.29438,12
***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,spotify:track:0zVMzJ37VQNFUNvdxxat2E,0.639,0.659,8,-7.273,1,0.215,0.241,8.33e-06,0.484,0.457,136.801,234413,4,49.88638,9
Otis,Jay Z Kanye West Featuring Otis Redding,spotify:track:14I61w6cyYUHiV2n28IYdP,0.755,0.631,7,-4.751,0,0.302,0.552,0,0.5,0.433,94.571,178213,4,35.19643,7
Berzerk,Eminem,spotify:track:6Xk7PnitV9jCRorWt2LiVZ,0.739,0.872,11,-4.059,0,0.333,0.0217,0,0.26,0.684,95.084,238746,4,40.90364,11
Voices,Chris Young,spotify:track:5pemEFax3jfocz4FGHa3UC,0.552,0.788,0,-4.112,1,0.0525,0.38,0,0.15,0.641,76.528,186107,4,63.91567,5
Work Out,J. Cole,spotify:track:2wAJTrFhCnQyNSD3oUgTZO,0.831,0.427,2,-6.903,1,0.106,0.0531,0,0.307,0.216,93.004,235320,4,30.7589,11
The Old Rugged Cross,Craig Wayne Boyd,spotify:track:7LvPr4Mchf8YC23O6PdWWY,0.451,0.484,2,-5.788,1,0.0251,0.551,1.35e-06,0.108,0.434,80.128,178174,3,37.37238,9
Heavy,Linkin Park Featuring Kiiara,spotify:track:104buTcnP2AsxqB7U1FIZ4,0.59,0.671,9,-6.098,1,0.0706,0.0484,0,0.0604,0.438,149.982,169801,4,29.03643,9
idontwannabeyouanymore,Billie Eilish,spotify:track:41zXlQxzTi6cGAjpOXyLYH,0.483,0.412,7,-8.461,1,0.0402,0.737,0,0.116,0.247,170.163,203569,3,34.29088,9
In Case You Didn't Know,Brett Young,spotify:track:10M2Ex445zw585Ducldzkw,0.607,0.536,10,-7.306,1,0.0305,0.386,0,0.102,0.434,147.986,224853,4,33.89121,10
Location,Khalid,spotify:track:152lZdxL1OR0ZMW6KquMif,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,219080,4,50.95481,8
High School,Nicki Minaj Featuring Lil Wayne,spotify:track:6bzwoiUt0s1KDOedyy4OtQ,0.531,0.683,1,-4.093,0,0.333,0.135,0.00265,0.22,0.212,84.817,218747,4,23.95749,11
I Lived,OneRepublic,spotify:track:7D49Iig0avHre9RFSUMkd2,0.599,0.854,9,-5.429,1,0.0436,0.0746,0,0.278,0.311,119.986,234547,4,57.71532,13
Vanilla Twilight,Owl City,spotify:track:0vCTQcxSGAgjHaiAsIANKn,0.582,0.529,11,-7.637,1,0.0248,0.00961,0.000554,0.113,0.567,166.134,231707,4,49.28075,9
Thinking Out Loud,Ed Sheeran,spotify:track:34gCuhDGsG4bRPIf9bb02f,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,281560,4,36.66626,14
High Hopes,Panic! At The Disco,spotify:track:1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,190947,4,34.1161,9
Sunshine & Whiskey,Frankie Ballard,spotify:track:6aNwDe5YH5YUPlpHkku52w,0.67,0.737,9,-6.794,1,0.0434,0.223,0,0.325,0.754,92.983,182400,4,38.58872,8
Privacy,Chris Brown,spotify:track:2Vf2Pflg5rTWSvSCK4qq4A,0.741,0.58,0,-7.741,1,0.378,0.153,0,0.109,0.428,97.092,220964,4,26.59005,8
Underneath The Tree,Kelly Clarkson,spotify:track:3YZE5qDV7u1ZD1gZc47ZeR,0.509,0.812,8,-5.438,1,0.0537,0.0013,1.99e-05,0.214,0.689,159.876,229640,4,32.14014,9
Harlem Shake,Baauer,spotify:track:01XFgRZfZI7oBagNf1Loml,0.452,0.794,0,-5.151,1,0.0483,0.0111,0.00182,0.416,0.282,137.825,196664,4,43.71269,9
No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",spotify:track:7rknFhrVDyxzTJkPSf7LoW,0.794,0.79,10,-3.855,0,0.0599,0.144,0,0.0893,0.577,91.984,307547,4,31.15314,15
Girls Need Love,Summer Walker X Drake,spotify:track:14SaZBTjxlorHJQxXh01Hu,0.656,0.432,6,-9.481,0,0.217,0.443,0,0.132,0.0897,97.022,222374,4,80.93112,12
Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,spotify:track:32lm3769IRfcnrQV11LO4E,0.723,0.777,7,-3.503,1,0.108,0.0426,3.68e-06,0.0451,0.961,91.017,243413,4,25.9295,8
Do You Remember,Jay Sean Featuring Sean Paul & Lil Jon,spotify:track:7yws3pF3FFguwT2Psi6c15,0.855,0.668,11,-4.892,1,0.0644,0.0242,0,0.102,0.803,125.846,210307,4,30.76764,10
Sleep Without You,Brett Young,spotify:track:7Ad0OLsUn63FoD4gnguZz5,0.626,0.707,5,-5.755,0,0.0425,0.0169,0,0.0769,0.653,88.543,188467,4,20.02105,9
Yellow Flicker Beat,Lorde,spotify:track:0Nf53RDPZEjFrQE4B5n6Vf,0.585,0.61,1,-8.388,1,0.0352,0.103,0.000316,0.113,0.0598,94.971,232507,4,37.01285,9
Just Hold On,Steve Aoki & Louis Tomlinson,spotify:track:508oFmt92FyICj6pZiWQwC,0.647,0.932,11,-3.517,1,0.083,0.00377,1.69e-06,0.0574,0.387,115.0,198774,4,88.14219,7
Waiting For The End,Linkin Park,spotify:track:1V4Bq9kYHMk9yILUp5z3o3,0.487,0.961,4,-4.139,1,0.132,0.0415,1.15e-06,0.553,0.323,170.005,231680,4,45.95938,10
My Way,Fetty Wap Featuring Monty,spotify:track:1WoOzgvz6CgH4pX6a1RKGp,0.748,0.741,6,-3.103,1,0.0531,0.00419,0,0.147,0.537,128.077,213053,4,41.8276,7
Am I Wrong,Nico & Vinz,spotify:track:1fidCEsYlaVE3pHwKCvpFZ,0.725,0.68,8,-5.465,1,0.0306,0.162,2.13e-06,0.158,0.76,119.939,247520,4,31.75658,9
Black Skinhead,Kanye West,spotify:track:722tgOgdIbNe3BEyLnejw4,0.766,0.821,1,-6.124,1,0.268,0.00112,0,0.168,0.299,130.073,188013,4,64.28969,7
#SELFIE,The Chainsmokers,spotify:track:1HOlb9rdNOmy9b1Fakicjo,0.789,0.915,0,-3.263,1,0.248,0.0135,8.77e-06,0.0818,0.66,127.955,183750,4,38.0043,9
Happier,Marshmello & Bastille,spotify:track:2dpaYNEQHiRxtZbfNsse99,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,4,29.3149,9
Like A Wrecking Ball,Eric Church,spotify:track:6hr4weuSidHy2LNMw8UVJ2,0.693,0.335,0,-10.863,1,0.0395,0.338,0.000552,0.118,0.623,136.071,198907,4,33.57707,10
In The Name Of Love,Martin Garrix & Bebe Rexha,spotify:track:23L5CiUhw2jV1OIMwthR3S,0.501,0.519,4,-5.88,0,0.0409,0.109,0,0.454,0.168,133.99,195707,4,21.12324,10
Gas Pedal,Sage The Gemini Featuring IamSu!,spotify:track:1UMKquW1olreYO1LlLmTqi,0.843,0.538,1,-8.028,1,0.0833,0.0273,0,0.124,0.428,97.49,208160,4,20.47172,12
Prayer In C,Lillywood & Robin Schulz,spotify:track:5fnA9mkIfScSqHIpeDyvck,0.763,0.875,9,-5.797,0,0.0262,0.024,5.41e-06,0.599,0.8,123.013,189413,4,22.59687,12
The Race,Wiz Khalifa,spotify:track:3F3N97ZRJJf42YPpwy4iJZ,0.658,0.748,5,-6.323,1,0.201,0.872,5.59e-06,0.609,0.571,151.876,335613,4,25.72797,12
Lust,Lil Skies,spotify:track:7oJrVhiTPZGBXWPwhxjy9S,0.718,0.767,9,-5.641,1,0.166,0.138,0,0.114,0.519,160.084,156000,4,27.44424,9
No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",spotify:track:5WvAo7DNuPRmk4APhdPzi8,0.552,0.76,0,-4.706,1,0.342,0.0733,0,0.0865,0.639,135.702,260000,5,48.11267,10
No Complaints,Metro Boomin Featuring Offset & Drake,spotify:track:6kig1UFggPUyZBCvXD3Wod,0.913,0.498,2,-10.742,1,0.165,0.0829,0.0369,0.0799,0.217,123.975,261733,4,28.656,10
Shot Clock,Ella Mai,spotify:track:2GlATHCDbLW7xq5BE0Bz5g,0.512,0.512,4,-6.008,0,0.285,0.654,0,0.148,0.434,95.11,201609,1,50.57047,10
Try,Colbie Caillat,spotify:track:6buXDkw3Gv4fQC1OZKUhnR,0.603,0.376,1,-9.77,1,0.0288,0.807,0,0.108,0.538,139.995,224573,4,41.04282,12
"Gone, Gone, Gone",Phillip Phillips,spotify:track:5L79aNYCTKiZq7vaOElXYj,0.664,0.642,6,-5.961,1,0.038,0.129,0,0.114,0.501,118.002,209693,4,46.97496,9
Homeboy,Eric Church,spotify:track:29aSfWddeZJCfnrcMb20sy,0.558,0.673,6,-4.914,1,0.0291,0.015,0.000655,0.0758,0.445,139.985,227227,4,67.51661,6
Too Good At Goodbyes,Sam Smith,spotify:track:3VlbOrM6nYPprVvzBZllE5,0.681,0.372,5,-8.237,1,0.0432,0.64,0,0.169,0.476,91.873,201000,4,39.88061,10
Pure Cocaine,Lil Baby,spotify:track:577YBGuskWkVDCxZrLRB4v,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,154024,4
Wiggle,Jason Derulo Featuring Snoop Dogg,spotify:track:2sLwPnIP3CUVmIuHranJZU,0.697,0.621,9,-6.886,0,0.25,0.0802,0,0.162,0.721,81.946,193296,4,26.61319,10
Sneakin',Drake Featuring 21 Savage,spotify:track:4ckuS4Nj4FZ7i3Def3Br8W,0.806,0.558,8,-6.538,1,0.172,0.00496,1.45e-06,0.16,0.26,85.011,251333,4,21.93486,9
La Modelo,Ozuna x Cardi B,spotify:track:2SbzdGpOKlH3HIAGTWTbwU,0.574,0.734,1,-2.697,1,0.0728,0.241,0.00806,0.0962,0.769,98.023,255507,4,95.04853,10
Demons,Imagine Dragons,spotify:track:3LlAyCYU26dvFZBDUIMb7a,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,175200,4,23.56628,8
Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,spotify:track:20dP2DaMHIAmwWAbp7peSr,0.711,0.739,7,-3.804,0,0.129,0.114,0,0.226,0.43,136.919,252256,4,30.38385,14
Say Aah,Lindsey Pavao,spotify:track:73BKZUW5uVre707yYyWtba,0.605,0.792,5,-5.855,1,0.0381,0.506,0,0.322,0.463,163.867,177867,4,37.52658,7
Dinero,Jennifer Lopez Featuring DJ Khaled & Cardi B,spotify:track:22mQXNE0nCuWq4yOwcadIn,0.721,0.881,8,-2.528,1,0.342,0.41,7.61e-06,0.292,0.643,127.759,213750,4,29.64784,9
Rodeo,Lil Nas X & Cardi B,spotify:track:4ak7xjvBeBOcJGWFDX9w5n,0.706,0.679,9,-5.614,1,0.0324,0.139,6.98e-05,0.465,0.657,140.081,158707,4,34.27033,9
The Show Goes On,Lupe Fiasco,spotify:track:4NTWZqvfQTlOMitlVn6tew,0.591,0.889,7,-3.839,1,0.115,0.0189,0,0.155,0.65,143.067,239613,4,33.41965,12
Fade,Kanye West,spotify:track:3cCxoOgfi6hgt8MNteuiiD,0.752,0.765,9,-5.805,0,0.0908,0.118,0,0.31,0.309,105.998,193748,4,33.0207,7
R.E.M,Ariana Grande,spotify:track:2I2HYr4FLb6LPfdgcKxK2J,0.705,0.554,10,-9.628,0,0.0551,0.321,9.26e-06,0.978,0.611,80.042,177913,4,110.32042,7
No Sleeep,Janet Featuring J. Cole,spotify:track:2j9bG8ErzwDyAr7QljgBBp,0.757,0.47,2,-7.722,1,0.125,0.0131,0.000224,0.109,0.32,88.047,260776,4,69.13795,10
Falling,Trevor Daniel,spotify:track:4TnjEaWOeW0eKTKIEvJyCa,0.784,0.43,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.087,159382,4,34.49592,10
For Her,Chris Lane,spotify:track:19yTqpHTUrw7mOcRDvXYzn,0.491,0.904,6,-4.324,1,0.0344,0.0985,0,0.183,0.588,150.007,211227,4,40.98878,9
Parachute,Chris Stapleton,spotify:track:5jROdl6MhcmP3O7h2sVgtw,0.642,0.762,6,-7.411,1,0.0296,0.00967,5.72e-05,0.182,0.605,113.038,253200,4,30.01787,11
The Boys of Fall,Kenny Chesney,spotify:track:2Y48Q7HryWdPJZypJotjlJ,0.503,0.648,7,-6.243,1,0.027,0.227,0.00124,0.378,0.39,147.942,391853,4,30.75896,16
Amen,Meek Mill Featuring Drake,spotify:track:32UIpKdyGzgTPTO8e5ge5c,0.503,0.795,10,-4.505,1,0.335,0.178,0,0.042,0.265,149.981,289707,4,30.69545,17
Anything Could Happen,Ellie Goulding,spotify:track:6J7fgYmvFLYTXEHSoDSjah,0.52,0.775,0,-4.174,1,0.0554,0.411,0,0.157,0.401,206.097,286322,4,28.38801,17
Fly Away,5 Seconds Of Summer,spotify:track:4KpbopdresVvdhe0qUTmj6,0.432,0.887,2,-3.103,1,0.0533,0.000762,0,0.129,0.513,92.531,212602,4,23.87447,8
Photograph,J. Cole,spotify:track:0bhnUFDQFCEHCBlsQfHnj5,0.825,0.487,1,-6.416,1,0.233,0.0299,0,0.0868,0.372,105.05,218954,3,42.62476,8
I See You,Luke Bryan,spotify:track:3Z3D2hnbZnveVhTuOifJyt,0.657,0.821,6,-3.388,1,0.0352,0.0838,0,0.0457,0.714,130.002,185987,4,22.1343,9
Pass Out,Quavo Featuring 21 Savage,spotify:track:3edzl4zvKFi0D3iuF6cs2f,0.917,0.786,11,-4.921,0,0.208,0.0403,0,0.195,0.441,143.038,224903,4,22.25914,12
Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",spotify:track:7FfpP3YZ6fOWMdxkIAtud9,0.708,0.56,9,-7.132,1,0.129,0.0668,0,0.111,0.411,163.043,230520,4,86.28227,9
If The Boot Fits,Granger Smith,spotify:track:1LZNdHSaGjV2S9q8BrZwnh,0.528,0.928,3,-5.743,1,0.0456,0.0252,2.88e-06,0.0467,0.885,162.069,170093,4,39.92326,9
Lucid Dreams,Juice WRLD,spotify:track:285pBltuF7vW8TeWk8hdRR,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,239836,4,70.23318,10
MEGATRON,Nicki Minaj,spotify:track:1ZDmxwg7Lywlx68b7SsJjj,0.893,0.641,1,-3.051,1,0.272,0.128,8.06e-05,0.086,0.771,94.017,190747,4,33.06955,11
Here Tonight,Brett Young,spotify:track:38nVuIj9mi5a8oopOJhSJk,0.517,0.776,11,-5.271,1,0.0362,0.0144,0,0.113,0.448,96.002,216533,4,70.91806,8
Sky Walker,Miguel Featuring Travis Scott,spotify:track:5WoaF1B5XIEnWfmb5NZikf,0.674,0.506,6,-10.532,1,0.0434,0.173,0,0.0866,0.183,145.965,259333,4,59.23923,7
Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,spotify:track:1Hd2XLitkt1PYCWSbfF5qV,0.861,0.666,8,-5.18,0,0.343,0.00218,0,0.272,0.853,145.041,202625,4,50.09431,10
No Smoke,YoungBoy Never Broke Again,spotify:track:57IRaiAB4hBZu3gnNVZC0v,0.658,0.736,9,-6.097,0,0.308,0.113,0,0.0978,0.804,143.966,160000,4,60.44324,7
